no,Type,DATE,Value,INC,DEC,incsub,decsub
1,pm10,2010-03-31,58.30963493,58.30963493,58.30963493,0,0
2,pm10,2010-06-30,57.47840572,59.20275789,55.8042774,1.724352172,-1.674128322
3,pm10,2010-09-30,35.27599721,37.42430544,33.25101066,2.14830823,-2.024986549
4,pm10,2010-12-31,61.84250412,67.576974,56.59465184,5.73446988,-5.247852281
5,pm10,2011-03-31,63.8940538,71.91332046,56.76903924,8.019266659,-7.12501456
6,pm10,2011-06-30,57.14171455,66.24290824,49.29094493,9.101193689,-7.850769624
7,pm10,2011-09-30,25.99007688,31.03351099,21.76628022,5.043434106,-4.223796663
8,pm10,2011-12-31,39.60868467,48.71368612,32.20548528,9.105001449,-7.403199389
9,pm10,2012-03-31,50.05290952,63.40552827,39.51222898,13.35261875,-10.54068054
10,pm10,2012-06-30,43.83063841,57.18904163,33.59253467,13.35840322,-10.23810374
11,pm10,2012-09-30,21.90090031,29.43297865,16.29632665,7.532078339,-5.604573659
12,pm10,2012-12-31,35.76943811,49.51326777,25.84060314,13.74382966,-9.928834967
13,pm10,2013-03-31,51.89634734,73.99178221,36.39905388,22.09543487,-15.49729346
14,pm10,2013-06-30,48.86868836,71.76531639,33.27719882,22.89662803,-15.59148954
15,pm10,2013-09-30,32.25627238,48.79050616,21.32519602,16.53423378,-10.93107636
16,pm10,2013-12-31,40.26249395,62.72765369,25.84296277,22.46515974,-14.41953118
17,pm10,2014-03-31,55.85169974,89.62558221,34.80493278,33.77388247,-21.04676696
18,pm10,2014-06-30,53.59522392,88.58473896,32.42599189,34.98951504,-21.16923203
19,pm10,2014-09-30,32.27513048,54.94624918,18.9582376,22.6711187,-13.31689288
20,pm10,2014-12-31,38.48668663,67.48663797,21.9484196,28.99995134,-16.53826703
21,pm10,2015-03-31,66.81913567,120.6827916,36.99613534,53.86365595,-29.82300033
22,pm10,2015-06-30,38.46312517,71.55274296,20.67582508,33.08961779,-17.78730009
23,pm10,2015-09-30,26.64503384,51.05464017,13.90584335,24.40960633,-12.73919049
24,pm10,2015-12-31,37.88313356,74.76564139,19.19507118,36.88250783,-18.68806238
