no,Type,DATE,Value,INC,DEC,incsub,decsub
1,pm10,2010-03-31,58.34534525,58.34534525,58.34534525,0,0
2,pm10,2010-06-30,52.32791514,53.89775259,50.80380111,1.569837454,-1.524114033
3,pm10,2010-09-30,29.82178729,31.63793414,28.1098947,1.816146846,-1.711892587
4,pm10,2010-12-31,59.3949394,64.90245395,54.3547834,5.507514546,-5.040156
5,pm10,2011-03-31,65.05490209,73.21986544,57.80043791,8.164963346,-7.25446418
6,pm10,2011-06-30,59.7769536,69.29787255,51.56412528,9.520918949,-8.212828321
7,pm10,2011-09-30,28.77259964,34.35598868,24.09659922,5.583389037,-4.676000418
8,pm10,2011-12-31,41.86351422,51.48684205,34.03886805,9.623327834,-7.824646173
9,pm10,2012-03-31,51.94374237,65.80077875,41.00486989,13.85703638,-10.93887248
10,pm10,2012-06-30,46.7792735,61.03634162,35.85241794,14.25706812,-10.92685556
11,pm10,2012-09-30,24.46218,32.87512438,18.20215928,8.412944376,-6.260020717
12,pm10,2012-12-31,37.3588935,51.71344576,26.98885953,14.35455226,-10.37003397
13,pm10,2013-03-31,51.63098204,73.61343474,36.212932,21.9824527,-15.41805004
14,pm10,2013-06-30,48.10683761,70.64651288,32.75841553,22.53967527,-15.34842208
15,pm10,2013-09-30,33.04733935,49.98706593,21.84818448,16.93972658,-11.19915487
16,pm10,2013-12-31,42.36030024,65.99596753,27.1894648,23.63566729,-15.17083544
17,pm10,2014-03-31,58.08731341,93.21308586,36.19809331,35.12577245,-21.8892201
18,pm10,2014-06-30,52.09099234,86.09847335,31.51590705,34.00748101,-20.57508529
19,pm10,2014-09-30,31.81674409,54.16587704,18.68898391,22.34913295,-13.12776018
20,pm10,2014-12-31,38.71136058,67.8806051,22.07654802,29.16924452,-16.63481256
21,pm10,2015-03-31,61.70902086,111.4533559,34.16678866,49.744335,-27.5422322
22,pm10,2015-06-30,38.69897741,71.99149761,20.80260729,33.2925202,-17.89637012
23,pm10,2015-09-30,31.19669384,59.77609141,16.28132057,28.57939757,-14.91537327
24,pm10,2015-12-31,37.90388268,74.80659158,19.20558459,36.9027089,-18.69829809
