no,Type,DATE,Value,INC,DEC,incsub,decsub
1,pm10,2010-03-31,59.07472341,59.07472341,59.07472341,0,0
2,pm10,2010-06-30,56.52592585,58.22170363,54.87953966,1.695777776,-1.64638619
3,pm10,2010-09-30,29.45142808,31.24502005,27.76079563,1.79359197,-1.690632454
4,pm10,2010-12-31,62.40612382,68.19285646,57.11044371,5.786732643,-5.295680114
5,pm10,2011-03-31,65.35972201,73.56294294,58.07126646,8.203220931,-7.288455549
6,pm10,2011-06-30,61.5045056,71.30057879,53.05432681,9.796073195,-8.45017879
7,pm10,2011-09-30,29.2705465,34.95056327,24.51362188,5.680016769,-4.756924622
8,pm10,2011-12-31,44.2370622,54.40600668,35.96877976,10.16894448,-8.268282438
9,pm10,2012-03-31,54.99317555,69.66370947,43.4121206,14.67053392,-11.58105495
10,pm10,2012-06-30,51.43730389,67.11401476,39.42241037,15.67671087,-12.01489352
11,pm10,2012-09-30,27.51817052,36.98212009,20.47610323,9.463949571,-7.042067287
12,pm10,2012-12-31,43.04201389,59.58021349,31.09446662,16.5381996,-11.94754727
13,pm10,2013-03-31,58.47229185,83.36750668,41.01128905,24.89521483,-17.4610028
14,pm10,2013-06-30,50.35836277,73.95295348,34.29159461,23.59459071,-16.06676816
15,pm10,2013-09-30,33.22821234,50.26065256,21.96776283,17.03244022,-11.26044951
16,pm10,2013-12-31,43.43000163,67.66252744,27.87606542,24.23252581,-15.55393621
17,pm10,2014-03-31,59.61358095,95.66229721,37.14921278,36.04871626,-22.46436817
18,pm10,2014-06-30,54.35316922,89.83750705,32.88456126,35.48433783,-21.46860796
19,pm10,2014-09-30,33.58009277,57.16786013,19.72476542,23.58776736,-13.85532735
20,pm10,2014-12-31,38.93817935,68.27833319,22.20589959,29.34015384,-16.73227976
21,pm10,2015-03-31,70.11637787,126.6379778,38.8217384,56.52159994,-31.29463947
22,pm10,2015-06-30,46.01108897,85.59417905,24.73322756,39.58309008,-21.27786141
23,pm10,2015-09-30,32.20724925,61.71242008,16.80872186,29.50517083,-15.39852739
24,pm10,2015-12-31,43.52786785,85.90601285,22.05521147,42.378145,-21.47265638
