no,Type,DATE,Value,INC,DEC,incsub,decsub
1,pm10,2010-03-31,57.00013942,57.00013942,57.00013942,0,0
2,pm10,2010-06-30,51.75079365,53.30331746,50.24348898,1.55252381,-1.507304669
3,pm10,2010-09-30,27.01751104,28.66287746,25.46659538,1.645366422,-1.550915659
4,pm10,2010-12-31,59.20098922,64.69051935,54.17729151,5.489530127,-5.02369771
5,pm10,2011-03-31,65.0686964,73.23539105,57.81269398,8.166694653,-7.256002424
6,pm10,2011-06-30,62.96570341,72.99450753,54.31476888,10.02880412,-8.650934534
7,pm10,2011-09-30,29.52258454,35.25150987,24.72469977,5.728925329,-4.797884771
8,pm10,2011-12-31,44.44453054,54.66116657,36.13747051,10.21663603,-8.307060032
9,pm10,2012-03-31,54.09405634,68.52473215,42.7023476,14.43067581,-11.39170874
10,pm10,2012-06-30,53.52807492,69.84199674,41.02481227,16.31392182,-12.50326265
11,pm10,2012-09-30,23.05887602,30.98920117,17.15796933,7.930325153,-5.900906689
12,pm10,2012-12-31,41.23828939,57.08343694,29.79141767,15.84514755,-11.44687172
13,pm10,2013-03-31,57.18842593,81.53702087,40.11081133,24.34859494,-17.0776146
14,pm10,2013-06-30,47.79803114,70.19302017,32.54813335,22.39498903,-15.24989779
15,pm10,2013-09-30,30.16940455,45.63393133,19.94553054,15.46452678,-10.22387401
16,pm10,2013-12-31,41.4575712,64.5895451,26.61003738,23.1319739,-14.84753382
17,pm10,2014-03-31,58.37283713,93.67126761,36.37602225,35.29843048,-21.99681488
18,pm10,2014-06-30,55.57278971,91.85335389,33.62245172,36.28056418,-21.95033799
19,pm10,2014-09-30,32.46697884,55.27285818,19.0709283,22.80587934,-13.39605054
20,pm10,2014-12-31,40.54952877,71.10384415,23.12482965,30.55431538,-17.42469912
21,pm10,2015-03-31,66.43508769,119.9891583,36.78349728,53.55407056,-29.65159041
22,pm10,2015-06-30,43.81180635,81.50286553,23.55100478,37.69105918,-20.26080157
23,pm10,2015-09-30,29.45335185,56.43566788,15.37148346,26.98231603,-14.08186839
24,pm10,2015-12-31,43.73641505,86.31759879,22.16088061,42.58118374,-21.57553444
