no,Type,DATE,Value,INC,DEC,incsub,decsub
1,pm10,2010-03-31,62.79963553,62.79963553,62.79963553,0,0
2,pm10,2010-06-30,57.97783157,59.71716652,56.28915686,1.739334947,-1.688674706
3,pm10,2010-09-30,32.12594812,34.08241836,30.28178727,1.956470241,-1.844160845
4,pm10,2010-12-31,65.4403117,71.50839548,59.88715544,6.068083783,-5.553156262
5,pm10,2011-03-31,65.95239123,74.22999737,58.59784539,8.27760614,-7.354545843
6,pm10,2011-06-30,59.83994854,69.37090095,51.61846527,9.53095241,-8.221483272
7,pm10,2011-09-30,29.85133929,35.64406023,25.0000267,5.792720944,-4.851312594
8,pm10,2011-12-31,42.18854751,51.886592,34.30314986,9.698044493,-7.885397654
9,pm10,2012-03-31,51.76708765,65.57699784,40.86541702,13.80991019,-10.90167063
10,pm10,2012-06-30,47.31293351,61.73264689,36.2614239,14.41971338,-11.05150961
11,pm10,2012-09-30,24.74032351,33.248926,18.40912418,8.508602485,-6.331199334
12,pm10,2012-12-31,36.99994359,51.21657513,26.72954648,14.21663154,-10.27039711
13,pm10,2013-03-31,52.87948302,75.39349861,37.08860547,22.51401559,-15.79087755
14,pm10,2013-06-30,50.33405067,73.91725034,34.27503925,23.58319967,-16.05901142
15,pm10,2013-09-30,34.57591517,52.29917401,22.85875317,17.72325884,-11.717162
16,pm10,2013-12-31,45.43894928,70.79240242,29.16553247,25.35345314,-16.27341681
17,pm10,2014-03-31,62.63198411,100.5059482,39.03018184,37.87396408,-23.60180227
18,pm10,2014-06-30,57.62715938,95.24891394,34.86537915,37.62175456,-22.76178023
19,pm10,2014-09-30,38.97144765,66.34628092,22.8916182,27.37483327,-16.07982945
20,pm10,2014-12-31,43.81014061,76.82134675,24.98431102,33.01120614,-18.82582959
21,pm10,2015-03-31,71.07692781,128.3728378,39.35357161,57.29591003,-31.7233562
22,pm10,2015-06-30,46.68938157,86.85600309,25.09784326,40.16662152,-21.59153831
23,pm10,2015-09-30,37.50575181,71.8648989,19.57397061,34.35914709,-17.9317812
24,pm10,2015-12-31,47.57532266,93.89401506,24.10602342,46.3186924,-23.46929924
