no,Type,DATE,Value,INC,DEC,incsub,decsub
1,pm10,2010-03-31,60.42401418,60.42401418,60.42401418,0,0
2,pm10,2010-06-30,53.96141636,55.58025885,52.38972462,1.618842491,-1.571691739
3,pm10,2010-09-30,31.04133549,32.93175282,29.25943585,1.890417331,-1.781899643
4,pm10,2010-12-31,62.47119565,68.26396221,57.16999365,5.792766559,-5.301202001
5,pm10,2011-03-31,64.18733805,72.24341447,57.0296185,8.056076416,-7.157719552
6,pm10,2011-06-30,61.47270337,71.26371129,53.02689393,9.791007924,-8.445809443
7,pm10,2011-09-30,28.7512614,34.3305097,24.07872878,5.579248303,-4.672532618
8,pm10,2011-12-31,46.37038043,57.02971902,37.70336271,10.65933859,-8.667017725
9,pm10,2012-03-31,55.78493292,70.66668402,44.03714118,14.8817511,-11.74779174
10,pm10,2012-06-30,49.43711633,64.50422367,37.88943315,15.06710734,-11.54768318
11,pm10,2012-09-30,25.38359213,34.11342523,18.88777644,8.7298331,-6.495815688
12,pm10,2012-12-31,40.25209895,55.71831873,29.07897271,15.46621978,-11.17312624
13,pm10,2013-03-31,56.78535265,80.96233475,39.82810384,24.1769821,-16.95724881
14,pm10,2013-06-30,50.21221511,73.73833072,34.19207516,23.52611561,-16.02013995
15,pm10,2013-09-30,32.65567474,49.39463807,21.58924803,16.73896333,-11.06642671
16,pm10,2013-12-31,42.88850471,66.81889288,27.52849915,23.93038817,-15.36000556
17,pm10,2014-03-31,59.51876694,95.51014856,37.09012782,35.99138162,-22.42863912
18,pm10,2014-06-30,54.03003554,89.30341631,32.68906007,35.27338077,-21.34097547
19,pm10,2014-09-30,31.70836817,53.98137429,18.62532448,22.27300612,-13.08304369
20,pm10,2014-12-31,39.18775664,68.71596847,22.34823003,29.52821183,-16.83952661
21,pm10,2015-03-31,65.56763889,118.4224492,36.30321191,52.85481034,-29.26442698
22,pm10,2015-06-30,39.77284434,73.98920643,21.37986368,34.21636209,-18.39298066
23,pm10,2015-09-30,28.29818575,54.22225018,14.76861093,25.92406443,-13.52957482
24,pm10,2015-12-31,43.09121584,85.04424233,21.8339635,41.95302649,-21.25725234
