code,gu,subdis,age0-4,age5-9,age10-14,age15-19,age20-24,age25-29,age30-34,age35-39,age40-44,age45-49,age50-54,age55-59,age60-64,age65-69,age70-74,age75-79,age80-84,age85ov
1114071,Mapo,Yeonnam,686,743,922,1329,2109,2005,1786,1380,1233,585,1300,1009,891,764,604,414,201,135
1114072,Mapo,Seongsan1,813,1048,1117,1190,1877,1935,1929,1658,1479,829,1461,1132,966,860,593,328,172,116
1114073,Mapo,Seongsan2,2112,2711,2358,2062,2723,3710,4346,3773,2952,2238,2679,1987,1877,1580,1085,697,400,310
1114074,Mapo,Sangam,2060,1738,1428,1163,1723,2299,2977,2566,1861,1816,1824,1290,992,847,613,420,240,160
1114075,Mapo,Dohwa,1033,1153,1076,1220,1839,2013,2200,1804,1677,1037,1736,1308,1103,922,774,528,272,144
1114076,Mapo,Seogang,1093,1144,1575,2691,3033,2573,2633,2057,1821,1144,1716,1258,960,855,651,418,192,115
1114077,Mapo,Gongdeok,1330,1701,1943,2079,2938,3058,3163,2865,2651,1348,2384,1863,1574,1380,1213,739,311,193
1114078,Mapo,Ahyun,707,644,910,1102,1600,1610,1558,1232,1209,551,1348,941,769,660,581,337,167,95
1115051,Yangchun,Mok1,1152,2981,2836,2038,1791,1659,2476,3685,3547,2000,2717,1627,1029,641,501,319,163,122
1115052,Yangchun,Mok2,1156,1931,2384,2118,2543,2391,2428,2489,2858,1231,2640,1844,1199,846,657,391,241,158
1115053,Yangchun,Mok3,983,1115,1690,1660,1994,1954,1803,1650,1922,765,1967,1382,1006,700,472,307,179,116
1115054,Yangchun,Mok4,841,2641,2771,1698,1693,1614,2175,2957,2922,1330,2014,1296,998,704,459,355,210,119
1115057,Yangchun,Shinwol1,915,1297,1557,1528,1902,2037,2006,1906,2141,963,2068,1546,1249,858,522,323,212,151
1115058,Yangchun,Shinwol2,916,1121,1235,1195,1717,1807,1656,1468,1533,930,1723,1451,1104,698,508,322,155,102
1115059,Yangchun,Shinwol3,704,998,1211,1077,1494,1490,1480,1551,1510,733,1526,1114,857,666,485,275,127,107
1115060,Yangchun,Shinwol4,997,1076,1092,1014,1518,1669,1637,1400,1352,890,1574,1263,984,658,402,316,140,83
1115061,Yangchun,Shinwol5,628,935,1136,1016,1223,1245,1245,1282,1318,666,1311,932,726,541,334,213,114,69
1115062,Yangchun,Shinwol6,476,839,1048,937,1046,961,1041,1087,1190,570,1235,934,672,475,336,217,92,81
1115063,Yangchun,Shinwol7,1257,1518,1647,1438,2025,2234,2139,2070,2065,1202,2079,1584,1126,905,741,469,235,144
1115064,Yangchun,Shinjeong1,610,2342,2063,1386,1374,1061,1674,2648,2523,1255,1807,1243,836,591,427,333,216,133
1115065,Yangchun,Shinjeong2,523,2085,2367,1540,1252,867,1417,2338,2698,989,2002,1196,759,566,437,266,152,104
1115066,Yangchun,Shinjeong3,2387,3067,3054,2720,3399,4008,4791,4412,3952,2611,3582,2573,1832,1372,983,627,357,191
1115069,Yangchun,Shinjeong6,796,2819,2674,1548,1432,1181,1858,3166,3220,1451,2167,1387,749,455,404,289,206,142
1115070,Yangchun,Shinjeong7,1117,2547,2887,2120,1931,1788,2492,3249,3444,1544,2954,1844,1285,931,864,552,361,203
1115071,Yangchun,Mok5,955,4943,4537,2592,2400,1553,2727,5294,5626,2528,3978,2296,1278,721,635,579,411,216
1115072,Yangchun,Shinjeong4,1458,1600,2206,2181,3750,3750,3095,2427,2590,1311,2852,2372,1877,1371,816,481,235,168
1116051,Gangseo,Yeomchang,2289,3135,2824,2289,2497,3204,4422,4155,3621,2676,3157,2185,1449,882,758,419,222,139
1116052,Gangseo,Deungchon1,948,1139,1343,1411,1976,2234,2107,1686,1659,895,1655,1022,783,591,447,375,255,203
1116053,Gangseo,Deungchon2,798,1318,1742,1566,1842,1633,1668,1758,2010,931,2036,1542,1101,623,407,279,177,107
1116054,Gangseo,Deungchon3,1211,2389,3104,2818,2719,2519,2650,2990,3503,1597,3475,2262,1482,1081,1038,897,594,372
1116055,Gangseo,Hwagokbon,1967,1862,1848,1907,3628,4215,3659,2741,2305,1731,2404,1937,1467,1077,694,410,225,148
1116057,Gangseo,Hwagok2,1015,1169,1175,1225,1822,2082,2069,1631,1473,1055,1422,1160,990,657,435,241,124,80
1116058,Gangseo,Hwagok3,843,1170,1662,1852,2108,1838,1702,1571,1917,848,2398,1763,1314,837,471,351,213,185
1116059,Gangseo,Hwagok4,955,1084,1370,1427,2101,2156,1958,1637,1661,900,1754,1432,1099,823,565,336,159,102
1116061,Gangseo,Hwagok6,1206,1252,1520,1598,2308,2321,2130,1753,1917,1038,2107,1625,1121,757,491,339,188,129
1116063,Gangseo,Hwagok8,1388,1197,1308,1615,2763,3209,2613,1811,1795,1134,2006,1734,1494,1037,583,323,190,122
1116064,Gangseo,Gayang1,1042,1149,1336,1364,1650,1697,1840,1677,1781,991,1915,1204,802,529,372,246,150,93
1116065,Gangseo,Gayang2,406,573,1136,1681,1976,1546,1098,967,1559,389,2004,1569,1001,695,624,474,320,205
1116066,Gangseo,Gayang3,867,779,1099,1215,1620,1972,1690,1316,1445,713,1570,1308,928,748,626,394,296,157
1116067,Gangseo,Balsan1,1771,2586,2946,1846,1893,2482,3137,3177,2971,1954,2281,1405,1154,812,606,417,270,165
1116069,Gangseo,Gonghang,990,777,1022,1285,2291,2183,1798,1435,1473,768,1581,1219,972,782,529,343,179,100
1116070,Gangseo,Banghwa1,1481,1664,1739,1713,2324,2558,2837,2373,2441,1556,2572,1840,1459,1008,756,469,282,154
1116071,Gangseo,Banghwa2,1074,1196,1478,1648,2240,2125,2068,1805,1892,1033,2184,1733,1313,1012,801,563,306,169
1116072,Gangseo,Banghwa3,1275,1205,1421,1791,2444,2610,2427,2006,2055,1098,2305,1781,1343,991,807,518,379,224
1116073,Gangseo,Hwagok1,2009,2226,2781,3143,5543,5409,4212,3408,3729,1613,4204,3496,2842,1871,1177,652,331,247
1116074,Gangseo,Woojangsan,1741,2616,2887,2319,2937,2923,3485,3578,3369,2040,3222,2400,1719,993,673,411,222,156
1117051,Guro,Shindorim,2261,2093,1894,2036,3139,3914,3679,2863,2601,1879,2803,2404,1712,1060,660,407,255,145
1117052,Guro,Guro1,1321,1415,1577,1489,2021,2440,2220,1871,1901,1089,1982,1329,794,525,352,271,145,95
1117054,Guro,Guro2,1533,1006,1003,1895,4584,4389,3069,1837,1457,1023,1517,1311,1160,804,580,319,110,77
1117055,Guro,Guro3,1341,1156,1294,1380,2375,2917,2403,1868,1835,954,1768,1549,1377,1034,785,418,194,130
1117056,Guro,Guro4,1718,1392,1579,1863,2913,3276,3085,2391,2176,1310,2343,1843,1517,1087,750,466,213,122
1117061,Guro,Gocheok1,1118,1488,1579,1634,2088,1967,2102,1982,2052,1169,2091,1790,1332,934,701,381,226,167
1117062,Guro,Gocheok2,1481,1825,2018,1724,2082,2530,2806,2652,2426,1547,2298,1774,1508,1145,778,462,242,131
1117064,Guro,Gaebong2,1770,1596,1682,2080,3147,3411,3069,2270,2296,1578,3002,2679,2152,1361,827,464,276,189
1117065,Guro,Gaebong3,1034,1281,1354,1294,1771,1967,1944,1678,1635,980,1773,1557,1204,829,562,338,189,116
1117067,Guro,Oryu1,923,975,1194,1475,2115,2087,1767,1431,1478,812,1656,1398,1132,839,656,333,181,111
1117068,Guro,Oryu2,1493,1393,1647,1616,2313,2552,2598,2078,2038,1372,2328,1846,1490,1098,786,454,247,145
1117069,Guro,Sugung,1324,1294,1746,1429,1977,2298,2181,1799,1820,1105,1919,1557,1258,898,641,387,192,132
1117070,Guro,Garibong,363,581,705,688,981,1005,1102,1229,1330,370,1166,843,714,594,427,257,109,67
1117071,Guro,Guro2,1162,1547,1945,1899,2704,2732,2863,2696,2693,1170,2629,2013,1838,1524,1028,538,289,171
1117072,Guro,Gaebong1,1483,1897,2265,2139,2796,3121,3016,2737,2848,1483,2990,2387,1969,1451,965,533,275,175
1118051,Gumcheon,Gasan1,576,620,864,1351,2673,2051,1522,1323,1515,494,1506,1152,951,629,451,222,134,99
1118052,Gumcheon,Doksan1,1400,1378,1740,2014,3545,3363,2792,2307,2274,1239,2431,1825,1556,1363,871,506,279,178
1118053,Gumcheon,Doksan2,771,1458,1664,1495,1918,1758,1904,2139,2183,882,1989,1375,1084,823,541,328,163,107
1118054,Gumcheon,Doksan3,910,1485,1890,1769,2396,2253,2263,2413,2614,955,2449,1932,1437,1035,755,431,224,140
1118055,Gumcheon,Doksan4,647,1098,1262,1183,1602,1513,1603,1724,1714,736,1529,1203,935,689,430,232,99,94
1118057,Gumcheon,Shiheung1,1143,1517,1821,1715,2429,2640,2508,2399,2615,1161,2436,1891,1577,1319,921,511,283,200
1118058,Gumcheon,Shiheung2,1244,1600,1683,1471,1684,1829,2293,2258,2171,1366,2112,1530,1242,925,690,380,232,141
1118059,Gumcheon,Shiheung3,443,699,936,811,963,978,999,973,978,459,1134,865,697,587,394,244,129,68
1118060,Gumcheon,Shiheung4,927,1407,1673,1555,1811,1840,1923,2057,2125,1035,2012,1551,1235,919,616,394,183,98
1118061,Gumcheon,Shiheung5,819,1445,1687,1511,1823,1671,2011,2009,2041,1030,1941,1504,1257,1050,758,475,220,120
1119054,Yeongdeungpo,Yeoeui,1314,1717,1832,1927,2354,2399,2556,2661,2647,1314,2678,2137,1769,1361,1162,795,384,257
1119055,Yeongdeungpo,Dangsan1,893,809,941,1209,2204,2262,1934,1478,1350,728,1531,1278,984,833,631,363,200,121
1119056,Yeongdeungpo,Dangsan2,1752,1473,1711,2352,3231,3455,3217,2430,2191,1479,2415,1954,1535,1089,887,561,275,233
1119061,Yeongdeungpo,Yangpyeong1,1095,610,674,823,1577,2327,1827,1116,995,678,1030,900,754,615,465,297,168,122
1119062,Yeongdeungpo,Yangpyeong2,1205,1242,1197,1196,1658,2066,2288,1824,1520,1186,1579,1034,865,613,468,301,182,107
1119063,Yeongdeungpo,Shingil1,752,882,1216,1694,2415,2085,1833,1570,1531,679,1558,1214,1025,902,735,427,186,131
1119065,Yeongdeungpo,Shingil3,740,1019,1126,1156,1428,1541,1639,1614,1553,875,1549,1134,948,792,594,348,182,110
1119066,Yeongdeungpo,Shingil4,423,660,838,810,1000,886,1075,1024,1073,493,1134,804,661,536,371,262,133,64
1119067,Yeongdeungpo,Shingil5,633,869,1048,981,1294,1299,1399,1372,1396,612,1378,1095,861,739,489,311,152,88
1119068,Yeongdeungpo,Shingil6,1080,1186,1476,1448,2123,2153,2099,1876,1923,951,1899,1548,1170,901,680,396,213,102
1119069,Yeongdeungpo,Shingil7,742,1063,1348,1495,1393,1338,1407,1575,1748,762,1670,978,695,549,436,312,143,94
1119070,Yeongdeungpo,Daerim1,543,787,1085,964,1347,1312,1317,1246,1295,619,1250,1033,838,696,458,278,128,88
1119071,Yeongdeungpo,Daerim2,695,806,904,1023,1503,1611,1546,1368,1395,584,1368,1092,1022,785,557,273,142,73
1119072,Yeongdeungpo,Daerim3,1228,1395,1637,1675,2450,2630,2452,2098,2179,1069,2287,1637,1404,987,743,418,211,136
1119073,Yeongdeungpo,Yeongdeungpobon,1191,1130,1298,1275,2201,2383,2336,2005,1827,1104,1978,1487,1201,924,641,396,198,121
1119074,Yeongdeungpo,Yeongdeungpo,575,531,638,959,1611,1488,1402,1176,1145,465,1360,1132,922,763,498,339,156,109
1119075,Yeongdeungpo,Dorim,754,760,876,1056,1948,2151,1696,1388,1301,603,1239,997,891,736,571,260,149,83
1119076,Yeongdeungpo,Mullae,2058,1497,1448,1507,2774,3574,3518,2443,1915,1691,2270,2001,1564,1095,842,502,280,198
1120052,Dongjak,Noryangjin2,447,606,1048,1693,2363,1563,1266,1133,1165,444,1265,1013,878,686,542,297,155,97
1120053,Dongjak,Sangdo1,1685,1605,2462,4560,5099,3824,3314,2516,2258,1346,2715,2303,1934,1567,1113,705,358,258
1120054,Dongjak,Sangdo2,1204,1143,1320,1637,2600,2438,2470,1929,1733,1167,1732,1456,1282,970,762,417,242,144
1120055,Dongjak,Sangdo3,1032,1098,1349,1540,2365,2440,2152,1723,1587,914,1753,1421,1348,1082,799,398,212,162
1120056,Dongjak,Sangdo4,1228,1600,1734,1760,2618,2814,2573,2255,2092,1202,2146,1707,1442,1153,886,562,240,159
1120063,Dongjak,Sadang1,765,698,981,1912,3455,2956,1951,1293,1420,649,1641,1439,1291,926,567,260,152,85
1120065,Dongjak,Sadang3,1061,1087,1292,1724,2602,2371,2131,1683,1620,1016,1945,1720,1442,999,714,370,201,148
1120066,Dongjak,Sadang4,716,641,753,904,1569,1731,1393,986,936,528,1078,980,857,617,434,207,126,84
1120067,Dongjak,Sadang5,747,756,846,981,1436,1655,1487,1171,1110,758,1053,831,782,588,396,257,104,61
1120068,Dongjak,Daebang,1491,2726,3195,3036,3199,3117,3366,3564,3277,1812,2831,2133,1707,1316,1003,674,335,195
1120069,Dongjak,Shindaebang1,1094,1681,1605,1595,2230,2146,2296,2302,2148,1273,2063,1508,1107,918,625,406,236,108
1120070,Dongjak,Shindaebang2,974,1109,1240,1197,1799,1892,1922,1725,1561,955,1490,1048,959,784,545,315,159,124
1120071,Dongjak,Heukseok,973,1454,2169,3288,3505,2455,2487,2291,2131,1130,2109,1713,1553,1446,1142,703,327,235
1120072,Dongjak,Noryangjin1,1410,1550,1856,4201,6271,3490,2922,2422,2262,1435,2594,1972,1678,1384,1074,672,351,247
1120073,Dongjak,Sadang2,1342,1102,1450,1799,3037,3216,2717,1837,1924,1101,2344,1940,1741,1279,826,497,247,179
1121052,Gwanak,Boramae,1061,1238,1455,1689,2819,2712,2358,1758,1853,981,1885,1565,1426,1130,716,409,221,136
1121054,Gwanak,Cheongnim,1219,803,724,918,1389,1950,1888,1259,1006,893,1167,954,777,643,465,286,160,68
1121057,Gwanak,Haengun,983,930,1353,2518,5118,3640,2507,1743,1660,764,1901,1637,1460,1069,701,393,196,119
1121058,Gwanak,Nakseongdae,657,622,1934,3393,4162,2411,1555,1083,947,614,895,804,697,573,394,205,90,65
1121061,Gwanak,Jungang,398,552,759,1240,2043,1533,1101,894,893,407,978,816,777,644,458,238,96,55
1121062,Gwanak,Inheon,1160,1312,1391,2134,4038,3292,2738,2041,1692,1132,1649,1565,1366,1070,719,389,160,117
1121063,Gwanak,Namheon,738,702,792,1393,2434,2071,1490,1129,1030,610,1329,1127,945,714,430,227,115,89
1121064,Gwanak,Seowon,843,711,1089,2138,4340,3290,2056,1364,1370,545,1466,1291,1093,948,612,272,122,90
1121065,Gwanak,Shinwon,613,858,1032,1335,2552,2132,1678,1358,1298,617,1433,1145,994,873,604,288,135,86
1121066,Gwanak,Seowon,608,784,1132,3121,4602,2951,1874,1409,1341,544,1461,1337,1091,831,561,327,177,92
1121068,Gwanak,Shinsa,830,1312,1423,1693,3227,2715,2280,2105,1869,844,1773,1300,1085,888,559,331,159,101
1121069,Gwanak,Shillim,397,337,870,3492,4252,2671,1557,906,751,285,783,701,664,517,327,177,86,52
1121071,Gwanak,Nanhyang,1216,882,780,783,1291,1865,2066,1431,1191,1009,1205,1058,907,678,430,243,110,75
1121072,Gwanak,Jowon,566,683,792,1075,2046,1782,1399,1188,1225,580,1286,1110,849,682,489,244,132,68
1121073,Gwanak,Daehak,472,646,1028,3616,5476,3502,2294,1490,1297,436,1384,1050,886,711,499,264,116,80
1121078,Gwanak,Euncheon,1850,1628,1821,2144,3544,3798,3630,2642,2344,1595,2554,2197,1873,1386,1007,523,258,151
1121079,Gwanak,Sunghyeon,1717,2161,1764,1788,2604,3109,3506,2957,2517,1902,2468,2079,1811,1440,1027,573,306,144
1121080,Gwanak,Cheongryong,935,1140,1625,3430,5376,3723,2703,1995,1871,940,1994,1721,1550,1244,818,406,179,136
1121081,Gwanak,Nangok,1149,1633,2236,1878,2451,2512,2537,2443,2507,1209,2405,1829,1670,1359,906,496,267,158
1121082,Gwanak,Samseong,961,1478,1755,1620,2243,2221,2391,2199,2305,1095,2424,1933,1793,1439,1059,585,361,169
1121083,Gwanak,Miseong,1258,1883,2215,2058,3025,2852,2783,2578,2836,1319,2821,2399,1975,1296,813,445,275,192
1122051,Seocho,Seocho1,861,830,1337,1817,1971,1923,1781,1468,1361,815,1508,1275,993,657,376,241,175,119
1122052,Seocho,Seocho2,1023,1234,1259,1570,2199,2265,2120,1808,1632,964,1721,1391,1127,717,387,257,160,128
1122053,Seocho,Seocho3,891,1400,2035,2145,2632,2278,2110,1996,2422,866,2403,1933,1642,1075,690,365,242,173
1122054,Seocho,Seocho4,1264,2126,1761,1765,2276,2099,2646,2831,2467,1797,2363,1938,1488,976,589,330,221,135
1122055,Seocho,Jamwon,1436,2363,2178,2373,3121,3220,3439,3570,2922,1689,2592,1866,1295,847,641,447,307,179
1122056,Seocho,Banpobon,315,1176,1094,535,550,562,874,1348,1253,589,864,625,614,533,355,194,80,66
1122057,Seocho,Banpo1,1182,1510,1473,2300,3768,3156,2645,2270,1990,1147,1974,1633,1173,794,428,243,183,111
1122058,Seocho,Banpo2,885,1685,1502,1145,1173,1376,1760,2040,1878,1129,1563,1159,1029,739,434,213,133,108
1122059,Seocho,Banpo3,1088,1732,1516,1171,1474,1833,2202,2341,1930,1321,1672,1294,924,685,456,331,210,115
1122060,Seocho,Banpo4,931,1163,1234,1279,1480,1587,1784,1653,1575,959,1576,1334,975,595,396,264,149,107
1122061,Seocho,Bangbaebon,644,1402,1486,1071,1374,1393,1543,1921,1770,962,1560,1114,899,694,522,326,193,126
1122062,Seocho,Bangbae1,568,784,1022,1048,1536,1659,1286,1091,1163,529,1234,1115,894,624,379,207,120,101
1122063,Seocho,Bangbae2,874,1301,1699,1788,2460,2281,1844,1785,1926,808,2185,1757,1428,996,600,354,190,143
1122064,Seocho,Bangbae3,850,1209,1937,2060,2028,1861,1662,1719,2061,795,2391,1799,1390,885,566,344,224,183
1122065,Seocho,Bangbae4,877,1535,1709,1501,1884,2078,2000,2059,2026,911,1801,1345,1171,874,586,311,185,119
1122066,Seocho,Yangjae1,1045,1045,1241,1506,2525,2597,2090,1736,1696,875,1929,1780,1402,930,590,417,245,191
1122067,Seocho,Yangjae2,1083,971,1128,1270,2191,2530,2295,1821,1485,965,1512,1196,881,661,365,206,135,94
1122068,Seocho,Naegok,146,217,261,306,410,343,319,305,331,137,438,406,350,258,191,122,76,41
1123051,Gangnam,Shinsa,627,891,1212,1307,1985,1819,1674,1434,1449,659,1334,1050,1027,723,571,325,202,130
1123052,Gangnam,Nonhyeon1,636,593,976,2544,4982,3991,2398,1597,1309,443,1474,1143,919,668,481,232,136,97
1123053,Gangnam,Nonhyeon2,733,777,1000,1701,3161,3082,2320,1611,1372,611,1405,1306,1202,775,438,255,134,126
1123058,Gangnam,Samseong1,480,779,1220,1014,1373,1229,1009,1144,1363,434,1328,994,805,548,338,146,117,86
1123059,Gangnam,Samseong2,1446,1805,1863,1810,3197,3669,3142,2737,2290,1198,1922,1583,1262,912,478,246,187,129
1123060,Gangnam,Daechi1,356,2978,3090,1599,1063,704,1038,2818,3485,1048,2173,1349,869,590,369,241,148,115
1123063,Gangnam,Daechi4,452,1050,2230,1873,2747,2555,1798,1789,2033,477,1375,838,692,530,291,159,98,80
1123064,Gangnam,Yeoksam1,782,652,1159,3533,7204,5742,3435,2071,1703,565,1880,1502,1193,841,522,274,145,113
1123065,Gangnam,Yeoksam2,1487,1953,2224,2033,3442,3679,3225,3097,2641,1376,2141,1569,1425,918,532,297,174,139
1123066,Gangnam,Dogok1,822,1187,1515,1527,1824,1681,1464,1742,1846,764,1837,1408,986,603,402,267,148,110
1123067,Gangnam,Dogok2,1110,2375,2411,1832,2086,1964,2239,2966,3095,1526,2618,2198,1605,982,641,385,239,157
1123068,Gangnam,Gaepo1,555,1464,1960,1610,1669,1527,1284,1802,2257,723,2249,1580,1139,675,451,268,212,128
1123071,Gangnam,Gaepo4,806,1700,1903,1493,1927,1957,1979,2168,2103,950,1919,1322,898,586,373,222,150,107
1123072,Gangnam,Ilwonbon,773,1741,1866,1626,1703,1289,1463,2107,2329,1109,2216,1444,717,447,292,280,210,138
1123073,Gangnam,Ilwon1,584,1024,1323,1400,1762,1433,1138,1281,1582,552,1678,1254,983,627,463,263,205,168
1123074,Gangnam,Ilwon2,630,1344,1429,1100,1541,1593,1360,1605,1755,690,1614,1298,1007,613,361,237,154,113
1123075,Gangnam,Suseo,552,414,796,1213,1811,1864,1133,728,1015,371,1655,1547,1189,785,572,457,328,291
1123076,Gangnam,Segok,115,195,269,239,334,271,278,275,293,151,380,390,307,258,186,106,49,42
1123077,Gangnam,Apgujeong1,1037,1577,1473,1469,1881,2156,2243,2330,1984,1175,1898,1734,1652,1244,813,489,305,207
1123078,Gangnam,Cheongdam,1066,1488,1716,1824,2700,2537,2491,2358,2262,1262,2312,1838,1474,1010,588,320,232,155
1123079,Gangnam,Daechi2,719,3592,5267,3123,2609,1881,1863,3822,5575,1238,4173,2599,1776,1044,570,402,265,200
1123080,Gangnam,Gaepo2,1494,2354,3083,2485,2823,3156,2831,3121,3513,1451,3044,2002,1292,754,482,333,229,184
1124051,Songpa,Pungnap1,734,967,1094,1334,1852,1739,1646,1444,1471,747,1736,1218,987,748,488,307,140,85
1124052,Songpa,Pungnap2,1280,1598,1701,2174,3072,2699,2612,2229,2022,1353,2227,1714,1255,812,559,343,211,130
1124053,Songpa,Geoyeo1,655,1052,1071,1098,1237,1206,1452,1349,1325,802,1207,849,677,481,336,200,98,72
1124054,Songpa,Geoyeo2,1538,1670,1640,1436,2294,2523,2739,2576,2187,1584,2095,1533,1294,962,660,435,247,139
1124055,Songpa,Macheon1,745,955,1091,1202,1480,1485,1605,1391,1489,837,1500,1208,1005,752,512,303,132,111
1124056,Songpa,Macheon2,915,1315,1556,1428,1737,1685,1877,1930,1881,960,1843,1383,1098,905,651,376,196,157
1124057,Songpa,Bangi1,454,1287,1464,1216,1249,1084,1237,1580,1684,752,1406,1027,667,380,290,211,122,79
1124058,Songpa,Bangi2,1052,1032,1500,1837,2945,2901,2296,1801,1932,806,1973,1478,1091,790,437,296,175,117
1124059,Songpa,Oryun,369,2003,2583,1546,1109,689,827,2011,2473,862,1846,1444,830,413,286,239,172,93
1124060,Songpa,Ogeum,1330,2307,2884,2725,2850,2428,2871,3192,3336,1668,3410,2422,1607,1035,768,563,328,221
1124061,Songpa,Songpa1,1038,1336,1531,1848,2990,2915,2330,1991,1851,954,1998,1558,1112,791,448,307,174,112
1124062,Songpa,Songpa2,480,1523,1801,1508,1486,1052,1186,1731,2101,794,1905,1388,875,482,351,254,152,127
1124063,Songpa,Seokchon,1569,1450,1797,2358,4365,4341,3395,2423,2458,1266,2531,1967,1481,1046,673,355,183,152
1124064,Songpa,Samjeon,1461,1638,1958,2386,4389,4553,3491,2636,2459,1254,2382,1708,1339,832,550,331,199,165
1124065,Songpa,Garakbon,1083,1763,2025,1890,2430,2368,2353,2425,2500,1150,2429,1657,1141,676,509,343,172,140
1124066,Songpa,Garak1,516,857,1094,1129,1319,1229,1219,1333,1407,547,1395,1018,651,448,267,229,113,79
1124067,Songpa,Garak2,1355,2784,2905,2343,2358,2260,2927,3389,3420,1929,2954,1996,1204,782,533,384,232,174
1124068,Songpa,Munjeong1,852,1192,1585,1756,2024,1690,1614,1634,1911,837,2033,1532,1011,621,392,240,152,115
1124069,Songpa,Munjeong2,380,847,982,1196,1343,829,839,1064,1233,605,1553,1439,1070,682,490,298,216,132
1124081,Songpa,Jangji,2136,2348,2572,2055,2684,3449,3466,3067,2931,1888,2747,1906,1267,919,706,484,341,241
1124071,Songpa,Jamshilbon,1077,1487,1832,2145,3914,3632,2616,2258,2230,918,2312,1623,1193,772,489,317,183,124
1124075,Songpa,Jamshil4,1887,1548,1447,1850,2573,3004,3037,2451,2078,1736,2441,2169,1439,918,582,328,205,156
1124077,Songpa,Jamshil6,535,1139,1140,1277,1360,1159,1114,1379,1433,711,1600,1257,837,559,382,273,146,101
1124078,Songpa,Jamshil7,292,767,749,622,670,560,630,908,884,494,868,784,656,443,309,244,131,90
1124079,Songpa,Jamshil2,1936,3085,1873,1701,2468,2945,3895,3950,2694,2500,2449,1910,1309,857,480,277,175,100
1124080,Songpa,Jamshil3,1801,2114,2047,2178,3000,2882,3077,3008,2709,1892,3214,2818,2164,1190,732,409,255,183
1125051,Gangdong,Gangil,1868,1129,1178,1042,1559,2304,2037,1541,1433,1117,1499,1194,885,645,482,351,174,126
1125052,Gangdong,Sangil,1022,1908,2292,2038,2049,1798,1919,2342,2803,1184,2690,1871,1137,665,463,322,208,141
1125053,Gangdong,Myeongil1,1113,1960,2152,1847,2110,2129,2234,2424,2532,1446,2434,1720,1142,680,487,403,274,171
1125054,Gangdong,Myeongil2,350,1368,1975,1579,1380,724,843,1529,2124,691,2082,1415,769,358,258,222,182,155
1125055,Gangdong,Godeok1,1090,1639,1907,1596,1630,1691,1820,2069,2329,1073,2094,1225,732,453,381,296,210,149
1125056,Gangdong,Godeok2,676,1083,1352,1309,1404,1266,1364,1609,1761,755,1732,1172,801,508,367,285,176,127
1125058,Gangdong,Amsa2,1005,925,858,881,1202,1706,1760,1407,1214,924,1138,889,645,471,260,187,102,83
1125059,Gangdong,Amsa3,1025,1312,1191,1175,1312,1407,1711,1704,1503,1048,1729,1310,781,476,310,181,140,87
1125061,Gangdong,Cheonho1,1212,1529,1946,2189,2913,2775,2566,2243,2524,1086,2714,2026,1645,1116,726,410,239,141
1125063,Gangdong,Cheonho3,927,956,1311,1869,2988,2748,2158,1713,2004,728,2286,1941,1475,1044,649,407,202,130
1125065,Gangdong,Seongnae1,1050,1091,1266,1243,1755,2043,1947,1653,1486,1024,1612,1303,945,616,416,274,161,121
1125066,Gangdong,Seongnae2,942,1028,1375,1920,3107,2847,2183,1776,2052,782,2196,1759,1331,1007,664,399,177,129
1125067,Gangdong,Seongnae3,1102,1120,1673,1753,2457,2516,2108,1824,1961,933,2084,1597,1124,774,493,294,182,123
1125070,Gangdong,Dunchon1,434,1837,2247,1480,1286,936,1026,1964,2406,744,2120,1257,702,333,212,182,155,110
1125071,Gangdong,Dunchon2,1045,1841,2128,2113,2359,2133,2167,2370,2524,1262,2687,1996,1291,855,558,407,278,178
1125072,Gangdong,Amsa1,1586,2086,2416,2312,3403,3593,3240,3095,3129,1577,3113,2442,1847,1316,830,547,307,193
1125073,Gangdong,Cheonho2,1366,1663,2007,2397,3663,3572,3298,2782,3019,1401,3086,2385,1881,1464,957,582,347,238
1125074,Gangdong,Gildong,2176,2565,3105,3378,4849,4807,4245,3756,4057,2020,4462,3525,2563,1565,1008,673,469,312
