행정구역별(읍면동),연령별,2010
마천2동,55~59세,1383
마천2동,60~64세,1098
마천2동,65~69세,905
마천2동,70~74세,651
마천2동,75~79세,376
마천2동,80~84세,196
마천2동,85세 이상,157
방이1동,0~4세,454
방이1동,5~9세,752
방이1동,10~14세,1287
방이1동,15~19세,1464
방이1동,20~24세,1216
방이1동,25~29세,1249
방이1동,30~34세,1084
방이1동,35~39세,1237
방이1동,40~44세,1580
방이1동,45~49세,1684
방이1동,50~54세,1406
방이1동,55~59세,1027
방이1동,60~64세,667
방이1동,65~69세,380
방이1동,70~74세,290
방이1동,75~79세,211
방이1동,80~84세,122
방이1동,85세 이상,79
방이2동,0~4세,1052
방이2동,5~9세,806
방이2동,10~14세,1032
방이2동,15~19세,1500
방이2동,20~24세,1837
방이2동,25~29세,2945
방이2동,30~34세,2901
방이2동,35~39세,2296
방이2동,40~44세,1801
방이2동,45~49세,1932
방이2동,50~54세,1973
방이2동,55~59세,1478
방이2동,60~64세,1091
방이2동,65~69세,790
방이2동,70~74세,437
방이2동,75~79세,296
방이2동,80~84세,175
방이2동,85세 이상,117
오륜동,0~4세,369
오륜동,5~9세,862
오륜동,10~14세,2003
오륜동,15~19세,2583
오륜동,20~24세,1546
오륜동,25~29세,1109
오륜동,30~34세,689
오륜동,35~39세,827
오륜동,40~44세,2011
오륜동,45~49세,2473
오륜동,50~54세,1846
오륜동,55~59세,1444
오륜동,60~64세,830
오륜동,65~69세,413
오륜동,70~74세,286
오륜동,75~79세,239
오륜동,80~84세,172
오륜동,85세 이상,93
오금동,0~4세,1330
오금동,5~9세,1668
오금동,10~14세,2307
오금동,15~19세,2884
오금동,20~24세,2725
오금동,25~29세,2850
오금동,30~34세,2428
오금동,35~39세,2871
오금동,40~44세,3192
오금동,45~49세,3336
오금동,50~54세,3410
오금동,55~59세,2422
오금동,60~64세,1607
오금동,65~69세,1035
오금동,70~74세,768
오금동,75~79세,563
오금동,80~84세,328
오금동,85세 이상,221
송파1동,0~4세,1038
송파1동,5~9세,954
송파1동,10~14세,1336
송파1동,15~19세,1531
송파1동,20~24세,1848
송파1동,25~29세,2990
송파1동,30~34세,2915
송파1동,35~39세,2330
송파1동,40~44세,1991
송파1동,45~49세,1851
송파1동,50~54세,1998
송파1동,55~59세,1558
송파1동,60~64세,1112
송파1동,65~69세,791
송파1동,70~74세,448
송파1동,75~79세,307
송파1동,80~84세,174
송파1동,85세 이상,112
송파2동,0~4세,480
송파2동,5~9세,794
송파2동,10~14세,1523
송파2동,15~19세,1801
송파2동,20~24세,1508
송파2동,25~29세,1486
송파2동,30~34세,1052
송파2동,35~39세,1186
송파2동,40~44세,1731
송파2동,45~49세,2101
송파2동,50~54세,1905
송파2동,55~59세,1388
송파2동,60~64세,875
송파2동,65~69세,482
송파2동,70~74세,351
송파2동,75~79세,254
송파2동,80~84세,152
송파2동,85세 이상,127
석촌동,0~4세,1569
석촌동,5~9세,1266
석촌동,10~14세,1450
석촌동,15~19세,1797
석촌동,20~24세,2358
석촌동,25~29세,4365
석촌동,30~34세,4341
석촌동,35~39세,3395
석촌동,40~44세,2423
석촌동,45~49세,2458
석촌동,50~54세,2531
석촌동,55~59세,1967
석촌동,60~64세,1481
석촌동,65~69세,1046
석촌동,70~74세,673
석촌동,75~79세,355
석촌동,80~84세,183
석촌동,85세 이상,152
삼전동,0~4세,1461
삼전동,5~9세,1254
삼전동,10~14세,1638
삼전동,15~19세,1958
삼전동,20~24세,2386
삼전동,25~29세,4389
삼전동,30~34세,4553
삼전동,35~39세,3491
삼전동,40~44세,2636
삼전동,45~49세,2459
삼전동,50~54세,2382
삼전동,55~59세,1708
삼전동,60~64세,1339
삼전동,65~69세,832
삼전동,70~74세,550
삼전동,75~79세,331
삼전동,80~84세,199
삼전동,85세 이상,165
가락본동,0~4세,1083
가락본동,5~9세,1150
가락본동,10~14세,1763
가락본동,15~19세,2025
가락본동,20~24세,1890
가락본동,25~29세,2430
가락본동,30~34세,2368
가락본동,35~39세,2353
가락본동,40~44세,2425
가락본동,45~49세,2500
가락본동,50~54세,2429
가락본동,55~59세,1657
가락본동,60~64세,1141
가락본동,65~69세,676
가락본동,70~74세,509
가락본동,75~79세,343
가락본동,80~84세,172
가락본동,85세 이상,140
가락1동,0~4세,516
가락1동,5~9세,547
가락1동,10~14세,857
가락1동,15~19세,1094
가락1동,20~24세,1129
가락1동,25~29세,1319
가락1동,30~34세,1229
가락1동,35~39세,1219
가락1동,40~44세,1333
가락1동,45~49세,1407
가락1동,50~54세,1395
가락1동,55~59세,1018
가락1동,60~64세,651
가락1동,65~69세,448
가락1동,70~74세,267
가락1동,75~79세,229
가락1동,80~84세,113
가락1동,85세 이상,79
가락2동,0~4세,1355
가락2동,5~9세,1929
가락2동,10~14세,2784
가락2동,15~19세,2905
가락2동,20~24세,2343
가락2동,25~29세,2358
가락2동,30~34세,2260
가락2동,35~39세,2927
가락2동,40~44세,3389
가락2동,45~49세,3420
가락2동,50~54세,2954
가락2동,55~59세,1996
가락2동,60~64세,1204
가락2동,65~69세,782
가락2동,70~74세,533
가락2동,75~79세,384
가락2동,80~84세,232
가락2동,85세 이상,174
문정1동,0~4세,852
문정1동,5~9세,837
문정1동,10~14세,1192
문정1동,15~19세,1585
문정1동,20~24세,1756
문정1동,25~29세,2024
문정1동,30~34세,1690
문정1동,35~39세,1614
문정1동,40~44세,1634
문정1동,45~49세,1911
문정1동,50~54세,2033
문정1동,55~59세,1532
문정1동,60~64세,1011
문정1동,65~69세,621
문정1동,70~74세,392
문정1동,75~79세,240
문정1동,80~84세,152
문정1동,85세 이상,115
문정2동,0~4세,380
문정2동,5~9세,605
문정2동,10~14세,847
문정2동,15~19세,982
문정2동,20~24세,1196
문정2동,25~29세,1343
문정2동,30~34세,829
문정2동,35~39세,839
문정2동,40~44세,1064
문정2동,45~49세,1233
문정2동,50~54세,1553
문정2동,55~59세,1439
문정2동,60~64세,1070
문정2동,65~69세,682
문정2동,70~74세,490
문정2동,75~79세,298
문정2동,80~84세,216
문정2동,85세 이상,132
장지동,0~4세,2136
장지동,5~9세,1888
장지동,10~14세,2348
장지동,15~19세,2572
장지동,20~24세,2055
장지동,25~29세,2684
장지동,30~34세,3449
장지동,35~39세,3466
장지동,40~44세,3067
장지동,45~49세,2931
장지동,50~54세,2747
장지동,55~59세,1906
장지동,60~64세,1267
장지동,65~69세,919
장지동,70~74세,706
장지동,75~79세,484
장지동,80~84세,341
장지동,85세 이상,241
잠실본동,0~4세,1077
잠실본동,5~9세,918
잠실본동,10~14세,1487
잠실본동,15~19세,1832
잠실본동,20~24세,2145
잠실본동,25~29세,3914
잠실본동,30~34세,3632
잠실본동,35~39세,2616
잠실본동,40~44세,2258
잠실본동,45~49세,2230
잠실본동,50~54세,2312
잠실본동,55~59세,1623
잠실본동,60~64세,1193
잠실본동,65~69세,772
잠실본동,70~74세,489
잠실본동,75~79세,317
잠실본동,80~84세,183
잠실본동,85세 이상,124
잠실4동,0~4세,1887
잠실4동,5~9세,1736
잠실4동,10~14세,1548
잠실4동,15~19세,1447
잠실4동,20~24세,1850
잠실4동,25~29세,2573
잠실4동,30~34세,3004
잠실4동,35~39세,3037
잠실4동,40~44세,2451
잠실4동,45~49세,2078
잠실4동,50~54세,2441
잠실4동,55~59세,2169
잠실4동,60~64세,1439
잠실4동,65~69세,918
잠실4동,70~74세,582
잠실4동,75~79세,328
잠실4동,80~84세,205
잠실4동,85세 이상,156
잠실6동,0~4세,535
잠실6동,5~9세,711
잠실6동,10~14세,1139
잠실6동,15~19세,1140
잠실6동,20~24세,1277
잠실6동,25~29세,1360
잠실6동,30~34세,1159
잠실6동,35~39세,1114
잠실6동,40~44세,1379
잠실6동,45~49세,1433
잠실6동,50~54세,1600
잠실6동,55~59세,1257
잠실6동,60~64세,837
잠실6동,65~69세,559
잠실6동,70~74세,382
잠실6동,75~79세,273
잠실6동,80~84세,146
잠실6동,85세 이상,101
잠실7동,0~4세,292
잠실7동,5~9세,494
잠실7동,10~14세,767
잠실7동,15~19세,749
잠실7동,20~24세,622
잠실7동,25~29세,670
잠실7동,30~34세,560
잠실7동,35~39세,630
잠실7동,40~44세,908
잠실7동,45~49세,884
잠실7동,50~54세,868
잠실7동,55~59세,784
잠실7동,60~64세,656
잠실7동,65~69세,443
잠실7동,70~74세,309
잠실7동,75~79세,244
잠실7동,80~84세,131
잠실7동,85세 이상,90
잠실2동,0~4세,1936
잠실2동,5~9세,2500
잠실2동,10~14세,3085
잠실2동,15~19세,1873
잠실2동,20~24세,1701
잠실2동,25~29세,2468
잠실2동,30~34세,2945
잠실2동,35~39세,3895
잠실2동,40~44세,3950
잠실2동,45~49세,2694
잠실2동,50~54세,2449
잠실2동,55~59세,1910
잠실2동,60~64세,1309
잠실2동,65~69세,857
잠실2동,70~74세,480
잠실2동,75~79세,277
잠실2동,80~84세,175
잠실2동,85세 이상,100
잠실3동,0~4세,1801
잠실3동,5~9세,1892
잠실3동,10~14세,2114
잠실3동,15~19세,2047
잠실3동,20~24세,2178
잠실3동,25~29세,3000
잠실3동,30~34세,2882
잠실3동,35~39세,3077
잠실3동,40~44세,3008
잠실3동,45~49세,2709
잠실3동,50~54세,3214
잠실3동,55~59세,2818
잠실3동,60~64세,2164
잠실3동,65~69세,1190
잠실3동,70~74세,732
잠실3동,75~79세,409
잠실3동,80~84세,255
잠실3동,85세 이상,183
강동구,0~4세,19989
강동구,5~9세,19795
강동구,10~14세,27040
강동구,15~19세,32379
강동구,20~24세,32121
강동구,25~29세,41426
강동구,30~34세,40995
강동구,35~39세,38626
강동구,40~44세,37801
강동구,45~49세,40861
강동구,50~54세,41758
강동구,55~59세,31027
강동구,60~64세,21696
강동구,65~69세,14346
강동구,70~74세,9521
강동구,75~79세,6422
강동구,80~84세,3983
강동구,85세 이상,2714
강일동,0~4세,1868
강일동,5~9세,1117
강일동,10~14세,1129
강일동,15~19세,1178
강일동,20~24세,1042
강일동,25~29세,1559
강일동,30~34세,2304
강일동,35~39세,2037
강일동,40~44세,1541
강일동,45~49세,1433
강일동,50~54세,1499
강일동,55~59세,1194
강일동,60~64세,885
강일동,65~69세,645
강일동,70~74세,482
강일동,75~79세,351
강일동,80~84세,174
강일동,85세 이상,126
상일동,0~4세,1022
상일동,5~9세,1184
상일동,10~14세,1908
상일동,15~19세,2292
상일동,20~24세,2038
상일동,25~29세,2049
상일동,30~34세,1798
상일동,35~39세,1919
상일동,40~44세,2342
상일동,45~49세,2803
상일동,50~54세,2690
상일동,55~59세,1871
상일동,60~64세,1137
상일동,65~69세,665
상일동,70~74세,463
상일동,75~79세,322
상일동,80~84세,208
상일동,85세 이상,141
명일1동,0~4세,1113
명일1동,5~9세,1446
명일1동,10~14세,1960
명일1동,15~19세,2152
명일1동,20~24세,1847
명일1동,25~29세,2110
명일1동,30~34세,2129
명일1동,35~39세,2234
명일1동,40~44세,2424
명일1동,45~49세,2532
명일1동,50~54세,2434
명일1동,55~59세,1720
명일1동,60~64세,1142
명일1동,65~69세,680
명일1동,70~74세,487
명일1동,75~79세,403
명일1동,80~84세,274
명일1동,85세 이상,171
명일2동,0~4세,350
명일2동,5~9세,691
명일2동,10~14세,1368
명일2동,15~19세,1975
명일2동,20~24세,1579
명일2동,25~29세,1380
명일2동,30~34세,724
명일2동,35~39세,843
명일2동,40~44세,1529
명일2동,45~49세,2124
명일2동,50~54세,2082
명일2동,55~59세,1415
명일2동,60~64세,769
명일2동,65~69세,358
명일2동,70~74세,258
명일2동,75~79세,222
명일2동,80~84세,182
명일2동,85세 이상,155
고덕1동,0~4세,1090
고덕1동,5~9세,1073
고덕1동,10~14세,1639
고덕1동,15~19세,1907
고덕1동,20~24세,1596
고덕1동,25~29세,1630
고덕1동,30~34세,1691
고덕1동,35~39세,1820
고덕1동,40~44세,2069
고덕1동,45~49세,2329
고덕1동,50~54세,2094
고덕1동,55~59세,1225
고덕1동,60~64세,732
고덕1동,65~69세,453
고덕1동,70~74세,381
고덕1동,75~79세,296
고덕1동,80~84세,210
고덕1동,85세 이상,149
고덕2동,0~4세,676
고덕2동,5~9세,755
고덕2동,10~14세,1083
고덕2동,15~19세,1352
고덕2동,20~24세,1309
고덕2동,25~29세,1404
고덕2동,30~34세,1266
고덕2동,35~39세,1364
고덕2동,40~44세,1609
고덕2동,45~49세,1761
고덕2동,50~54세,1732
고덕2동,55~59세,1172
고덕2동,60~64세,801
고덕2동,65~69세,508
고덕2동,70~74세,367
고덕2동,75~79세,285
고덕2동,80~84세,176
고덕2동,85세 이상,127
암사2동,0~4세,1005
암사2동,5~9세,924
암사2동,10~14세,925
암사2동,15~19세,858
암사2동,20~24세,881
암사2동,25~29세,1202
암사2동,30~34세,1706
암사2동,35~39세,1760
암사2동,40~44세,1407
암사2동,45~49세,1214
암사2동,50~54세,1138
암사2동,55~59세,889
암사2동,60~64세,645
암사2동,65~69세,471
암사2동,70~74세,260
암사2동,75~79세,187
암사2동,80~84세,102
암사2동,85세 이상,83
암사3동,0~4세,1025
암사3동,5~9세,1048
암사3동,10~14세,1312
암사3동,15~19세,1191
암사3동,20~24세,1175
암사3동,25~29세,1312
암사3동,30~34세,1407
암사3동,35~39세,1711
암사3동,40~44세,1704
암사3동,45~49세,1503
암사3동,50~54세,1729
암사3동,55~59세,1310
암사3동,60~64세,781
암사3동,65~69세,476
암사3동,70~74세,310
암사3동,75~79세,181
암사3동,80~84세,140
암사3동,85세 이상,87
천호1동,0~4세,1212
천호1동,5~9세,1086
천호1동,10~14세,1529
천호1동,15~19세,1946
천호1동,20~24세,2189
천호1동,25~29세,2913
천호1동,30~34세,2775
천호1동,35~39세,2566
천호1동,40~44세,2243
천호1동,45~49세,2524
천호1동,50~54세,2714
천호1동,55~59세,2026
천호1동,60~64세,1645
천호1동,65~69세,1116
천호1동,70~74세,726
천호1동,75~79세,410
천호1동,80~84세,239
천호1동,85세 이상,141
천호3동,0~4세,927
천호3동,5~9세,728
천호3동,10~14세,956
천호3동,15~19세,1311
천호3동,20~24세,1869
천호3동,25~29세,2988
천호3동,30~34세,2748
천호3동,35~39세,2158
천호3동,40~44세,1713
천호3동,45~49세,2004
천호3동,50~54세,2286
천호3동,55~59세,1941
천호3동,60~64세,1475
천호3동,65~69세,1044
천호3동,70~74세,649
천호3동,75~79세,407
천호3동,80~84세,202
천호3동,85세 이상,130
성내1동,0~4세,1050
성내1동,5~9세,1024
성내1동,10~14세,1091
성내1동,15~19세,1266
성내1동,20~24세,1243
성내1동,25~29세,1755
성내1동,30~34세,2043
성내1동,35~39세,1947
성내1동,40~44세,1653
성내1동,45~49세,1486
성내1동,50~54세,1612
성내1동,55~59세,1303
성내1동,60~64세,945
성내1동,65~69세,616
성내1동,70~74세,416
성내1동,75~79세,274
성내1동,80~84세,161
성내1동,85세 이상,121
성내2동,0~4세,942
성내2동,5~9세,782
성내2동,10~14세,1028
성내2동,15~19세,1375
성내2동,20~24세,1920
성내2동,25~29세,3107
성내2동,30~34세,2847
성내2동,35~39세,2183
성내2동,40~44세,1776
성내2동,45~49세,2052
성내2동,50~54세,2196
성내2동,55~59세,1759
성내2동,60~64세,1331
성내2동,65~69세,1007
성내2동,70~74세,664
성내2동,75~79세,399
성내2동,80~84세,177
성내2동,85세 이상,129
성내3동,0~4세,1102
성내3동,5~9세,933
성내3동,10~14세,1120
성내3동,15~19세,1673
성내3동,20~24세,1753
성내3동,25~29세,2457
성내3동,30~34세,2516
성내3동,35~39세,2108
성내3동,40~44세,1824
성내3동,45~49세,1961
성내3동,50~54세,2084
성내3동,55~59세,1597
성내3동,60~64세,1124
성내3동,65~69세,774
성내3동,70~74세,493
성내3동,75~79세,294
성내3동,80~84세,182
성내3동,85세 이상,123
둔촌1동,0~4세,434
둔촌1동,5~9세,744
둔촌1동,10~14세,1837
둔촌1동,15~19세,2247
둔촌1동,20~24세,1480
둔촌1동,25~29세,1286
둔촌1동,30~34세,936
둔촌1동,35~39세,1026
둔촌1동,40~44세,1964
둔촌1동,45~49세,2406
둔촌1동,50~54세,2120
둔촌1동,55~59세,1257
둔촌1동,60~64세,702
둔촌1동,65~69세,333
둔촌1동,70~74세,212
둔촌1동,75~79세,182
둔촌1동,80~84세,155
둔촌1동,85세 이상,110
둔촌2동,0~4세,1045
둔촌2동,5~9세,1262
둔촌2동,10~14세,1841
둔촌2동,15~19세,2128
둔촌2동,20~24세,2113
둔촌2동,25~29세,2359
둔촌2동,30~34세,2133
둔촌2동,35~39세,2167
둔촌2동,40~44세,2370
둔촌2동,45~49세,2524
둔촌2동,50~54세,2687
둔촌2동,55~59세,1996
둔촌2동,60~64세,1291
둔촌2동,65~69세,855
둔촌2동,70~74세,558
둔촌2동,75~79세,407
