Admin,Age,Noedu,Primary,Middle,High,College,University,Master,Phd
Yangchun,55~59,0.008535361,0.113828719,0.179170851,0.392626596,0.057308851,0.189391766,0.043645101,0.015492756
Yangchun,60~64,0.021823572,0.188030257,0.209036083,0.350199325,0.041398344,0.154758254,0.025707861,0.009046305
Yangchun,65~69,0.061026352,0.282867363,0.21038032,0.273450617,0.032338127,0.116723848,0.017081539,0.006131834
Yangchun,70~74,0.112290895,0.348592607,0.171291195,0.21807072,0.02784734,0.102975058,0.014124011,0.004808174
Yangchun,75~79,0.186765149,0.363129334,0.138830268,0.178625264,0.025324088,0.090744649,0.01205909,0.004522159
Yangchun,80~84,0.287966369,0.369679453,0.110614819,0.127955859,0.0207567,0.071203363,0.006568576,0.005254861
Yangchun,85ov,0.446658364,0.329182233,0.071398921,0.090493981,0.02117061,0.03569946,0.0041511,0.00124533
Gangseo,6~9,0.1995405,0.8004595,0,0,0,0,0,0
Gangseo,10~14,3.28019E-05,0.532014695,0.465361149,0.002591353,0,0,0,0
Gangseo,15~19,0.000447665,0.0012031,0.140706751,0.670546431,0.089309197,0.097786855,0,0
Gangseo,20~24,0.000700025,0.000980035,0.004648167,0.155433596,0.322151597,0.506454232,0.009408339,0.000224008
Gangseo,25~29,0.001232488,0.000985991,0.006634896,0.182408282,0.272523725,0.481553757,0.050223902,0.004436958
Gangseo,30~34,0.001492655,0.001473014,0.006932988,0.23049729,0.245423835,0.437956634,0.066835572,0.009388012
Gangseo,35~39,0.001412144,0.002642727,0.011983054,0.336594715,0.195561832,0.371454509,0.068045189,0.01230583
Gangseo,40~44,0.002323174,0.008211616,0.033375503,0.430063255,0.149212191,0.315905693,0.05000575,0.010902818
Gangseo,45~49,0.004284817,0.035557251,0.0823986,0.477454235,0.108488873,0.245782484,0.037867911,0.008165829
Gangseo,50~54,0.007113206,0.074829197,0.145053187,0.482184554,0.079304679,0.172511459,0.031436478,0.00756724
Gangseo,55~59,0.010832828,0.121876535,0.19311321,0.448536846,0.053384175,0.140422336,0.026114337,0.005719733
Gangseo,60~64,0.021213177,0.185499168,0.211164015,0.38733403,0.042890876,0.12681454,0.020245423,0.004838772
Gangseo,65~69,0.061720768,0.265247669,0.211501741,0.298101763,0.033528024,0.111928563,0.014994946,0.002976525
Gangseo,70~74,0.114930016,0.340746501,0.176049767,0.22340591,0.028538103,0.102332815,0.010419907,0.003576983
Gangseo,75~79,0.185526783,0.37093532,0.139647629,0.180796973,0.027551141,0.083954121,0.008868393,0.002719641
Gangseo,80~84,0.313852814,0.361078316,0.116686344,0.114521842,0.022628886,0.064935065,0.00472255,0.001574183
Gangseo,85ov,0.449186368,0.324838809,0.074915566,0.079521032,0.015044519,0.050967148,0.003684372,0.001842186
Guro,6~9,0.203711369,0.796288631,0,0,0,0,0,0
Guro,10~14,0,0.53388414,0.463727972,0.002387889,0,0,0,0
Guro,15~19,0.000170343,0.000979474,0.14159782,0.65948386,0.097734435,0.100034069,0,0
Guro,20~24,0.000568159,0.00044641,0.004910515,0.135100037,0.342193904,0.505580131,0.010713851,0.000486993
Guro,25~29,0.000621521,0.000756634,0.005134303,0.149327136,0.283224342,0.499810841,0.056261147,0.004864076
Guro,30~34,0.001132838,0.001305226,0.007264936,0.198049549,0.242377974,0.458479043,0.080234448,0.011155987
Guro,35~39,0.001213592,0.003535247,0.01654179,0.33434466,0.199820599,0.358774799,0.072736387,0.013032925
Guro,40~44,0.00235804,0.009623351,0.044675292,0.469409215,0.144860111,0.275954369,0.043145752,0.00997387
Guro,45~49,0.003890669,0.037664291,0.103380632,0.505394625,0.101386255,0.211371216,0.029784869,0.007127444
Guro,50~54,0.006105687,0.085448629,0.184131412,0.479621881,0.069982954,0.143251201,0.025290563,0.006167674
Guro,55~59,0.009018265,0.138888889,0.232229833,0.422754947,0.048782344,0.121423135,0.022031963,0.004870624
Guro,60~64,0.020182446,0.214917049,0.244836224,0.356146902,0.039750437,0.104835279,0.015503143,0.00382852
Guro,65~69,0.051834288,0.295396167,0.238885596,0.276229994,0.029177369,0.094447738,0.010603965,0.003424883
Guro,70~74,0.116498381,0.357782435,0.186035435,0.213469232,0.02610021,0.086206897,0.011621261,0.00228615
Guro,75~79,0.192767087,0.388022561,0.151791639,0.162740544,0.0265428,0.068679496,0.007465163,0.00199071
Guro,80~84,0.321985364,0.391345848,0.112313077,0.102449889,0.024180719,0.042316258,0.00477251,0.000636335
Guro,85ov,0.466294982,0.340091232,0.085656361,0.066396351,0.013684744,0.024835276,0.002027369,0.001013685
Gumcheon,6~9,0.194568355,0.805431645,0,0,0,0,0,0
Gumcheon,10~14,0,0.521917054,0.476587708,0.001495239,0,0,0,0
Gumcheon,15~19,6.5703E-05,0.000919842,0.142904074,0.662220762,0.100591327,0.093298292,0,0
Gumcheon,20~24,0.000470588,0.000739496,0.007394958,0.183462185,0.364168067,0.43610084,0.00712605,0.000537815
Gumcheon,25~29,0.001103435,0.000911533,0.008443677,0.22308578,0.294137402,0.425686049,0.043369795,0.00326233
Gumcheon,30~34,0.001507841,0.002412545,0.013268999,0.306393245,0.251407318,0.359871331,0.057549256,0.007589465
Gumcheon,35~39,0.002018367,0.006307397,0.033959027,0.466646483,0.182813604,0.253305076,0.04606923,0.008880815
Gumcheon,40~44,0.002754821,0.017957351,0.081573309,0.575859606,0.117743087,0.171666157,0.026221814,0.006223855
Gumcheon,45~49,0.005239743,0.058082056,0.159565002,0.545180425,0.08007909,0.129312902,0.018289669,0.004251112
Gumcheon,50~54,0.007676954,0.102666462,0.23419827,0.488203081,0.054966989,0.093761196,0.015251548,0.0032755
Gumcheon,55~59,0.011936876,0.170218506,0.259711357,0.424130024,0.042487186,0.075330456,0.012881036,0.003304559
Gumcheon,60~64,0.02998914,0.247848968,0.255450672,0.349678389,0.033079943,0.070837858,0.010441901,0.002673127
Gumcheon,65~69,0.07356248,0.32059107,0.235999572,0.270692794,0.023557126,0.064996252,0.008887461,0.001713246
Gumcheon,70~74,0.122607749,0.389139567,0.188268243,0.203049634,0.023650226,0.063326591,0.007157305,0.002800685
Gumcheon,75~79,0.230996508,0.388933656,0.15471394,0.143969917,0.017459038,0.056674725,0.005909213,0.001343003
Gumcheon,80~84,0.382836588,0.37975334,0.112538541,0.078622816,0.01336074,0.030318602,0.002055498,0.000513875
Gumcheon,85ov,0.551004016,0.304417671,0.076305221,0.03935743,0.008032129,0.018473896,0.001606426,0.000803213
Yeongdeungpo,6~9,0.20459663,0.79540337,0,0,0,0,0,0
Yeongdeungpo,10~14,5.42417E-05,0.537264049,0.459752658,0.002929052,0,0,0,0
Yeongdeungpo,15~19,0.000140891,0.000845348,0.138402292,0.655943268,0.088855492,0.115812708,0,0
Yeongdeungpo,20~24,0.000721868,0.000934183,0.004670913,0.123524416,0.284458599,0.570276008,0.014819533,0.00059448
Yeongdeungpo,25~29,0.000608502,0.000724407,0.004781084,0.135956652,0.227637565,0.553330822,0.071078786,0.005882182
Yeongdeungpo,30~34,0.000865801,0.001650433,0.006520563,0.173484848,0.194859307,0.499431818,0.10784632,0.015340909
Yeongdeungpo,35~39,0.001012915,0.0032357,0.016262908,0.281449593,0.169044202,0.402042711,0.103711207,0.023240764
Yeongdeungpo,40~44,0.001850383,0.009780597,0.039188475,0.394924663,0.129824214,0.327749141,0.076493524,0.020189003
Yeongdeungpo,45~49,0.002898151,0.033328733,0.086979023,0.433825559,0.094465912,0.268975987,0.060412641,0.019113994
Yeongdeungpo,50~54,0.00523647,0.071819176,0.143870348,0.432837305,0.072614589,0.205514864,0.051635568,0.01647168
Yeongdeungpo,55~59,0.008654871,0.125730122,0.195096994,0.388275421,0.052568749,0.176593477,0.038627158,0.014453208
Yeongdeungpo,60~64,0.020252237,0.197655555,0.212569993,0.331571511,0.04034748,0.159610655,0.027578628,0.010413941
Yeongdeungpo,65~69,0.048940735,0.271453473,0.212657549,0.270112631,0.03157683,0.135425047,0.022190936,0.0076428
Yeongdeungpo,70~74,0.095208408,0.324545778,0.166726042,0.217313858,0.028322052,0.136978981,0.020039188,0.010865693
Yeongdeungpo,75~79,0.166252376,0.342447726,0.139932739,0.179997076,0.027343179,0.117268607,0.017400205,0.009358093
Yeongdeungpo,80~84,0.29178633,0.356691557,0.105112005,0.119758759,0.03159104,0.080987938,0.008902929,0.005169443
Yeongdeungpo,85ov,0.434957532,0.326329906,0.078676799,0.077335717,0.019222173,0.053643272,0.004023245,0.005811354
Dongjak,6~9,0.196383845,0.803616155,0,0,0,0,0,0
Dongjak,10~14,5.30335E-05,0.530600339,0.466641918,0.002704709,0,0,0,0
Dongjak,15~19,0.000300429,0.000686695,0.127553648,0.623862661,0.080686695,0.166909871,0,0
Dongjak,20~24,0.000219939,0.000282779,0.00226223,0.093662614,0.236403054,0.651270933,0.015427153,0.000471298
Dongjak,25~29,0.000520975,0.000498324,0.003171152,0.103447495,0.202795144,0.608136269,0.074069041,0.007361602
Dongjak,30~34,0.000446101,0.000813477,0.00411987,0.15886428,0.203841713,0.509814212,0.103888947,0.018211399
Dongjak,35~39,0.000841873,0.001857927,0.009521874,0.269747728,0.173425843,0.413562865,0.105582489,0.025459401
Dongjak,40~44,0.001630246,0.006243496,0.025390219,0.366319806,0.140721471,0.358376691,0.077003122,0.02431495
Dongjak,45~49,0.0035263,0.02817367,0.072583015,0.414891272,0.106193065,0.295952101,0.061012342,0.017668234
Dongjak,50~54,0.005493932,0.066448764,0.126986335,0.440210021,0.075141695,0.216697382,0.052018499,0.017003373
Dongjak,55~59,0.009014838,0.1251294,0.178226363,0.398421325,0.054520359,0.181935818,0.039596273,0.013155625
Dongjak,60~64,0.020298985,0.189640518,0.19739013,0.358332083,0.043447828,0.153542323,0.027548623,0.00979951
Dongjak,65~69,0.050652243,0.257333758,0.192173083,0.28908686,0.032707604,0.145402482,0.023671651,0.008972319
Dongjak,70~74,0.09319216,0.307140357,0.170371019,0.237661883,0.031326566,0.134494225,0.019513476,0.006300315
Dongjak,75~79,0.141839763,0.330860534,0.144658754,0.200593472,0.033976261,0.121068249,0.01884273,0.008160237
Dongjak,80~84,0.26298984,0.360812772,0.106531205,0.142525399,0.02670537,0.081567489,0.013933237,0.004934688
Dongjak,85ov,0.43175853,0.325896763,0.075240595,0.08223972,0.027559055,0.045931759,0.005249344,0.006124234
Gwanak,6~9,0.196788774,0.803211226,0,0,0,0,0,0
Gwanak,10~14,8.97062E-05,0.530432832,0.467548778,0.001928684,0,0,0,0
Gwanak,15~19,0.000500536,0.000858062,0.124490526,0.613693243,0.09420808,0.166249553,0,0
Gwanak,20~24,0.000506259,0.00064433,0.003796944,0.127485272,0.266844624,0.573568667,0.025704161,0.001449742
Gwanak,25~29,0.000521497,0.000637386,0.00420095,0.122870553,0.218217638,0.56226098,0.075023178,0.016267818
Gwanak,30~34,0.00081083,0.00091659,0.005640556,0.180409645,0.204752168,0.494535712,0.088221815,0.024712684
Gwanak,35~39,0.001120907,0.002759156,0.014334677,0.307947662,0.180810933,0.389622987,0.079778405,0.023625272
Gwanak,40~44,0.002196153,0.009396197,0.039391749,0.43469921,0.138969198,0.300539308,0.054264428,0.020543756
Gwanak,45~49,0.003549981,0.041682691,0.108718161,0.483359465,0.093039079,0.223234624,0.033991066,0.012424933
Gwanak,50~54,0.005927228,0.089730864,0.188395111,0.460310258,0.061626159,0.151328663,0.031366099,0.011315618
Gwanak,55~59,0.011648322,0.15220474,0.223614019,0.414849078,0.046289419,0.119994598,0.023634276,0.007765548
Gwanak,60~64,0.024640897,0.221923781,0.235587216,0.349955234,0.0368251,0.10911285,0.017050099,0.004904823
Gwanak,65~69,0.055723864,0.293767072,0.216141048,0.279165632,0.030742488,0.104246337,0.015346412,0.004867147
Gwanak,70~74,0.105414153,0.347212005,0.179564514,0.221568339,0.029204061,0.099602766,0.012652641,0.004781521
Gwanak,75~79,0.195738287,0.363474935,0.150252698,0.172244229,0.023630652,0.081409643,0.009151755,0.004097801
Gwanak,80~84,0.319537759,0.372749261,0.115560333,0.107229239,0.023649557,0.052405267,0.006718624,0.00214996
Gwanak,85ov,0.493981275,0.341061079,0.065091395,0.056620597,0.014712439,0.025412394,0.001783326,0.001337494
Seocho,6~9,0.183117338,0.816882662,0,0,0,0,0,0
Seocho,10~14,0.000295571,0.516488621,0.480766795,0.002449014,0,0,0,0
Seocho,15~19,0.00042517,0.000541126,0.147186147,0.671498145,0.048701299,0.131648114,0,0
Seocho,20~24,0.000787992,7.50469E-05,0.001388368,0.079962477,0.176660413,0.714033771,0.026153846,0.000938086
Seocho,25~29,0.000399407,0.000313819,0.001939975,0.062107726,0.145013123,0.640391418,0.134856784,0.014977747
Seocho,30~34,0.00057076,0.00042807,0.00214035,0.074255872,0.121771639,0.578208384,0.185753831,0.036871094
Seocho,35~39,0.000494186,0.000697674,0.0025,0.111133721,0.111715116,0.502936047,0.202325581,0.068197674
Seocho,40~44,0.00065162,0.00162905,0.006753154,0.143445294,0.094307209,0.495853326,0.176381731,0.080978615
Seocho,45~49,0.000721274,0.006585549,0.017969142,0.189789262,0.083416959,0.466852735,0.148582539,0.086082539
Seocho,50~54,0.001694048,0.017995269,0.03912293,0.249504571,0.078054082,0.416608068,0.122131305,0.074889727
Seocho,55~59,0.002524038,0.033653846,0.059815705,0.273036859,0.072275641,0.398157051,0.099759615,0.060777244
Seocho,60~64,0.005895807,0.056162643,0.07476493,0.274968234,0.067954257,0.396747141,0.078576874,0.044930114
Seocho,65~69,0.015805022,0.091063516,0.089807976,0.252806499,0.060782866,0.37282127,0.076883309,0.040029542
Seocho,70~74,0.033329435,0.139398901,0.096947725,0.236112735,0.054964332,0.33282657,0.066308034,0.040112268
Seocho,75~79,0.069218871,0.209783449,0.105375097,0.236658933,0.053944316,0.244392885,0.051044084,0.029582367
Seocho,80~84,0.135377943,0.286555143,0.125154895,0.205390335,0.04244114,0.164807931,0.023234201,0.017038414
Seocho,85ov,0.261277356,0.339883877,0.098704779,0.132648504,0.0415364,0.098704779,0.012505583,0.014738723
Gangnam,6~9,0.184848679,0.815151321,0,0,0,0,0,0
Gangnam,10~14,6.26311E-05,0.485735759,0.511164,0.00303761,0,0,0,0
Gangnam,15~19,0.000175066,0.000475178,0.143353758,0.696311117,0.04264099,0.117043891,0,0
Gangnam,20~24,0.000573589,0.000417156,0.002607222,0.108538652,0.202633294,0.665154478,0.019449876,0.000625733
Gangnam,25~29,0.000668847,0.000538793,0.002879756,0.109913793,0.170723098,0.603671225,0.101348841,0.010255648
Gangnam,30~34,0.000562486,0.000582575,0.003595894,0.118724763,0.148998574,0.554892625,0.144116997,0.028526085
Gangnam,35~39,0.000956823,0.001076426,0.004760196,0.148283698,0.130223657,0.491137424,0.172826217,0.050735558
Gangnam,40~44,0.00053808,0.002040222,0.006882945,0.160347959,0.104477277,0.50061655,0.155258615,0.069838352
Gangnam,45~49,0.001015787,0.007956998,0.01822068,0.189592415,0.085770517,0.48357811,0.138718415,0.075147077
Gangnam,50~54,0.002392962,0.022099707,0.043612903,0.264093842,0.083495601,0.405043988,0.114510264,0.064750733
Gangnam,55~59,0.003787405,0.040753725,0.06595092,0.282991111,0.067828972,0.393232753,0.093902592,0.051552523
Gangnam,60~64,0.008436054,0.07174741,0.081002498,0.267824235,0.060239977,0.397559278,0.076784471,0.036406077
Gangnam,65~69,0.022996343,0.102026901,0.089320027,0.251410153,0.058327651,0.367941486,0.07252216,0.035455278
Gangnam,70~74,0.054337184,0.162619933,0.09859017,0.226258077,0.049931467,0.310358332,0.061875857,0.03602898
Gangnam,75~79,0.09751773,0.238878143,0.111702128,0.2275951,0.04174726,0.219052224,0.038845906,0.024661509
Gangnam,80~84,0.167691173,0.30636833,0.120973691,0.189328744,0.045979838,0.129825424,0.025325793,0.014507008
Gangnam,85ov,0.287893864,0.327363184,0.092205638,0.147595357,0.034825871,0.090878939,0.009618574,0.009618574
Songpa,6~9,0.188609498,0.811390502,0,0,0,0,0,0
Songpa,10~14,4.99201E-05,0.518620208,0.479557708,0.001772165,0,0,0,0
Songpa,15~19,0.000364282,0.000523656,0.149811029,0.67221438,0.063726606,0.113360047,0,0
Songpa,20~24,0.000429495,0.000429495,0.002780415,0.106582576,0.251503233,0.622925991,0.01482888,0.000519915
Songpa,25~29,0.000861516,0.000523666,0.003513632,0.111287543,0.206713065,0.586016419,0.083972432,0.007111727
Songpa,30~34,0.000872494,0.000785244,0.004292669,0.152162912,0.191390232,0.511490743,0.12021219,0.018793516
Songpa,35~39,0.00125996,0.001348689,0.007258079,0.25142411,0.166545403,0.428262143,0.116590655,0.027310962
Songpa,40~44,0.001595648,0.00475068,0.018404352,0.313780598,0.130371714,0.404714415,0.095920218,0.030462375
Songpa,45~49,0.002347548,0.018188876,0.048965785,0.353019464,0.100038818,0.364276604,0.081258434,0.031904471
Songpa,50~54,0.003348503,0.043197543,0.085507086,0.388019388,0.082806083,0.297036297,0.07039257,0.02969253
Songpa,55~59,0.005487002,0.075476759,0.116836561,0.367434034,0.067965664,0.27820319,0.063868702,0.024728089
Songpa,60~64,0.015413534,0.128913192,0.144839371,0.340601504,0.052494874,0.25112782,0.049965824,0.016643882
Songpa,65~69,0.042184909,0.209628939,0.165267413,0.283167496,0.040422886,0.210820896,0.035344113,0.01316335
Songpa,70~74,0.085869565,0.273447205,0.148524845,0.238121118,0.037034161,0.176785714,0.029192547,0.011024845
Songpa,75~79,0.15408579,0.313323748,0.129642943,0.203570573,0.031392284,0.138749101,0.019889768,0.009345794
Songpa,80~84,0.238556701,0.353195876,0.11257732,0.150103093,0.029690722,0.095670103,0.013195876,0.007010309
Songpa,85ov,0.375846834,0.32724595,0.08011782,0.116936672,0.027098675,0.061561119,0.006774669,0.004418262
Gangdong,6~9,0.19506809,0.80493191,0,0,0,0,0,0
Gangdong,10~14,0.000147929,0.518602071,0.478698225,0.002551775,0,0,0,0
Gangdong,15~19,0.000154421,0.00080299,0.145155811,0.67065073,0.077704685,0.105531363,0,0
Gangdong,20~24,0.000342455,0.000716042,0.004078329,0.137199963,0.289530214,0.558513122,0.009184023,0.000435852
Gangdong,25~29,0.001062135,0.00084488,0.006083136,0.166368947,0.260343745,0.501834597,0.058562256,0.004900304
Gangdong,30~34,0.000878156,0.001561166,0.007293572,0.214050494,0.234052933,0.451103793,0.080448835,0.01061105
Gangdong,35~39,0.001398022,0.002925491,0.014705121,0.334670947,0.190053332,0.367395019,0.075570859,0.01328121
Gangdong,40~44,0.002618978,0.007063305,0.033596995,0.427872279,0.135684241,0.324726859,0.055845083,0.012592259
Gangdong,45~49,0.004013607,0.029808375,0.076992731,0.448471648,0.099973079,0.280976971,0.048114339,0.01164925
Gangdong,50~54,0.005100819,0.059102447,0.129364433,0.463336367,0.075362805,0.214330188,0.041956032,0.011446908
Gangdong,55~59,0.008605408,0.105617688,0.179069842,0.423018661,0.055371128,0.184645631,0.033809263,0.009862378
Gangdong,60~64,0.020648968,0.173303835,0.202110988,0.377166298,0.043279867,0.151640855,0.025304204,0.006544985
Gangdong,65~69,0.052209675,0.255262791,0.206608114,0.298341001,0.034852921,0.129583159,0.018053813,0.005088526
Gangdong,70~74,0.116059237,0.346182124,0.175401744,0.220565067,0.027413087,0.097573784,0.012918811,0.003886146
Gangdong,75~79,0.19386484,0.381033946,0.144658985,0.172220492,0.023980069,0.073808782,0.008097166,0.002335721
Gangdong,80~84,0.299020839,0.3861411,0.114486568,0.121516445,0.023349234,0.0456942,0.00677881,0.003012804
Gangdong,85ov,0.458364038,0.315033161,0.075534267,0.085851142,0.019896831,0.039425203,0.003316139,0.002579219
