[step],Scenario,AC,District,Type,Value
8763,DEC,AC200,Dobong,age1564,0.816065285222818
8763,DEC,AC100,Dobong,age1564,1.50412032962637
8763,DEC,AC150,Dobong,age1564,1.12809024721978
8763,DEC,AC200,Dobong,age1564,0.760060804864389
8763,DEC,AC100,Dobong,age1564,1.52012160972878
8763,DEC,AC150,Dobong,age1564,1.18409472757821
8763,DEC,AC200,Dobong,age1564,0.792063365069206
8763,DEC,AC100,Dobong,age1564,1.80014401152092
8763,DEC,AC150,Dobong,age1564,1.44011520921674
8763,DEC,AC200,Dobong,age1564,0.888071045683655
8763,DEC,AC100,Dobong,age1564,1.73613889111129
8763,DEC,AC150,Dobong,age1564,1.38411072885831
8763,DEC,AC200,Dobong,age1564,0.880070405632451
8763,DEC,AC100,Dobong,age1564,1.72013761100888
8763,DEC,AC150,Dobong,age1564,1.3681094487559
8763,DEC,AC200,Dobong,age1564,0.936074885990879
8763,DEC,AC100,Dobong,age1564,1.67213377070166
8763,DEC,AC150,Dobong,age1564,1.32010560844868
8763,DEC,AC200,Dobong,age1564,0.808064645171614
8763,DEC,AC100,Dobong,age1564,1.59212737018962
8763,DEC,AC150,Dobong,age1564,1.24809984798784
8763,DEC,AC200,Dobong,age1564,0.752060164813185
8763,DEC,AC100,Dobong,age1564,1.74413953116249
8763,DEC,AC150,Dobong,age1564,1.40011200896072
8763,DEC,AC200,Dobong,age1564,0.824065925274022
8763,DEC,AC100,Dobong,age1564,1.53612288983119
8763,DEC,AC150,Dobong,age1564,1.23209856788543
8763,DEC,AC200,Dobong,age1564,0.720057604608369
8763,DEC,AC100,Dobong,age1564,1.48811904952396
8763,DEC,AC150,Dobong,age1564,1.20009600768061
8763,DEC,AC200,Dobong,age1564,0.792063365069206
8763,DEC,AC100,Dobong,age1564,1.74413953116249
8763,DEC,AC150,Dobong,age1564,1.3681094487559
8763,DEC,AC200,Dobong,age1564,0.928074245939675
8763,DEC,AC100,Dobong,age1564,1.63213057044564
8763,DEC,AC150,Dobong,age1564,1.25610048803904
8763,DEC,AC200,Dobong,age1564,0.752060164813185
8763,DEC,AC100,Dobong,age1564,1.52012160972878
8763,DEC,AC150,Dobong,age1564,1.16009280742459
8763,DEC,AC200,Dobong,age1564,0.744059524761981
8763,DEC,AC100,Dobong,age1564,1.66413313065045
8763,DEC,AC150,Dobong,age1564,1.3601088087047
8763,DEC,AC200,Dobong,age1564,0.864069125530042
8763,DEC,AC100,Dobong,age1564,1.73613889111129
8763,DEC,AC150,Dobong,age1564,1.3601088087047
8763,DEC,AC200,Dobong,age1564,0.904072325786063
8763,INC,AC100,Dobong,age1564,21.8977518201456
8763,INC,AC150,Dobong,age1564,21.8977518201456
8763,INC,AC200,Dobong,age1564,21.8977518201456
8763,INC,AC100,Dobong,age1564,22.7138171053684
8763,INC,AC150,Dobong,age1564,22.7218177454196
8763,INC,AC200,Dobong,age1564,22.7138171053684
8763,INC,AC100,Dobong,age1564,22.8418273461877
8763,INC,AC150,Dobong,age1564,22.8418273461877
8763,INC,AC200,Dobong,age1564,22.8418273461877
8763,INC,AC100,Dobong,age1564,22.3137851028082
8763,INC,AC150,Dobong,age1564,22.305784462757
8763,INC,AC200,Dobong,age1564,22.305784462757
8763,INC,AC100,Dobong,age1564,22.3857908632691
8763,INC,AC150,Dobong,age1564,22.3857908632691
8763,INC,AC200,Dobong,age1564,22.3857908632691
8763,INC,AC100,Dobong,age1564,21.7537402992239
8763,INC,AC150,Dobong,age1564,21.7537402992239
8763,INC,AC200,Dobong,age1564,21.7457396591727
8763,INC,AC100,Dobong,age1564,22.305784462757
8763,INC,AC150,Dobong,age1564,22.305784462757
8763,INC,AC200,Dobong,age1564,22.2897831826546
8763,INC,AC100,Dobong,age1564,22.4817985438835
8763,INC,AC150,Dobong,age1564,22.4817985438835
8763,INC,AC200,Dobong,age1564,22.4737979038323
8763,INC,AC100,Dobong,age1564,22.6098087847028
