no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
106,2010-02-22,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,55,60,66,69,69,68,60,59,48,50,49,-999,-999,-999,-999,-999
107,2010-02-23,pm10,home,62,59,56,65,66,62,59,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,80,105,111,105,103
108,2010-02-23,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,68,69,73,80,70,64,71,65,56,63,66,-999,-999,-999,-999,-999
109,2010-02-24,pm10,home,100,92,90,89,88,94,89,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,70,65,69,73,62
110,2010-02-24,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,102,109,119,94,86,66,61,59,46,54,62,-999,-999,-999,-999,-999
111,2010-02-25,pm10,home,64,53,44,36,41,36,38,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,31,35,37,34,39
112,2010-02-25,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,40,38,34,48,11,14,19,23,20,30,30,-999,-999,-999,-999,-999
113,2010-02-26,pm10,home,20,19,25,31,32,35,27,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,43,39,43,36
114,2010-02-26,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,21,25,19,19,25,20,25,29,24,22,29,-999,-999,-999,-999,-999
115,2010-02-27,pm10,home,52,41,38,42,35,29,19,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,48,44,36,34
116,2010-02-27,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,24,25,26,25,26,27,24,32,33,28,31,-999,-999,-999,-999,-999
117,2010-02-28,pm10,home,39,42,36,35,39,43,44,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,63,79,87,87,82
118,2010-02-28,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,57,64,48,39,53,55,64,65,65,68,65,-999,-999,-999,-999,-999
119,2010-03-01,pm10,home,81,81,76,58,50,36,17,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,4,5,11,4
120,2010-03-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,4,12,4,4,4,5,4,6,12,4,10,-999,-999,-999,-999,-999
121,2010-03-02,pm10,home,11,9,7,4,5,8,9,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35,46,40,48,53
