no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2010-01-01,pm10,home,19,24,24,23,27,25,29,31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,28,31,35,33
2,2010-01-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,33,36,30,29,22,26,28,29,28,33,32,-999,-999,-999,-999,-999
3,2010-01-02,pm10,home,37,31,34,38,35,31,33,34,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,59,53,51,46,47
4,2010-01-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,42,38,43,42,45,45,48,57,56,64,69,-999,-999,-999,-999,-999
5,2010-01-03,pm10,home,43,48,45,40,35,39,43,38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,46,50,49,44,51
6,2010-01-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,40,61,39,38,41,41,38,35,32,40,40,-999,-999,-999,-999,-999
7,2010-01-04,pm10,home,43,44,38,41,33,36,39,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,40,41,39,32
8,2010-01-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,28,24,27,27,21,30,38,32,25,21,20,-999,-999,-999,-999,-999
9,2010-01-05,pm10,home,34,34,42,47,43,44,41,44,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,28,29,25,30
10,2010-01-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,48,46,48,43,44,36,40,45,38,26,26,-999,-999,-999,-999,-999
11,2010-01-06,pm10,home,28,43,44,37,41,44,48,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,31,36,45,50
12,2010-01-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,51,59,63,46,45.46666667,47.28571429,31,28,27,25,24,-999,-999,-999,-999,-999
13,2010-01-07,pm10,home,48,50,49,48,47,46,53,46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,62,75,81,78,83
14,2010-01-07,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,50,53,64,51,41,52,51,57,58,64,65,-999,-999,-999,-999,-999
15,2010-01-08,pm10,home,66,67,81,64,60,60,68,66,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,47,67,77,83
16,2010-01-08,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,73,80,36.7826087,36.30434783,33.08695652,78,60,46,48,43,46,-999,-999,-999,-999,-999
17,2010-01-09,pm10,home,79,70,69,71,69,65,71,72,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,68,77,74,73,69
18,2010-01-09,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,79,79,88,81,81,87,75,75,64,61,68,-999,-999,-999,-999,-999
19,2010-01-10,pm10,home,73,52.34782609,66,67,73,75,63,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,65,60,60,57,62
20,2010-01-10,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,61,68,62,52,41,43,42,52,63,67,69,-999,-999,-999,-999,-999
21,2010-01-11,pm10,home,67,64,73,62,69,65,63,74,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,69,70,59,47,40
22,2010-01-11,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,75,82,86,86,80,87,78,57,57,50,59,-999,-999,-999,-999,-999
23,2010-01-12,pm10,home,36,30,32,32,34,31,32,31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28,29,23,26,24
24,2010-01-12,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,34,34,34,27,28,25,30,22,28,24,27,-999,-999,-999,-999,-999
25,2010-01-13,pm10,home,24,23,28,26,28,29,29,34,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,23,23,21,27
26,2010-01-13,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,33,29,34,36,41,47.26666667,26,18,24,22,25,-999,-999,-999,-999,-999
27,2010-01-14,pm10,home,32,32,26,35,35,38,37,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,44,43,40,50,43
28,2010-01-14,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,50,53,45,44,41,35,29,30,33,33,41,-999,-999,-999,-999,-999
29,2010-01-15,pm10,home,43,43,39,36,39,38,31,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,54,49,47,49,48
30,2010-01-15,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,45,44,47,45,43,51,59,62,57,48,53,-999,-999,-999,-999,-999
31,2010-01-16,pm10,home,47,50,63,60,63,69,63,63,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,44,50,57,62
32,2010-01-16,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,70,72,74,73,72,45,37,40,34,32,33,-999,-999,-999,-999,-999
33,2010-01-17,pm10,home,50,56,59,50,44,51,57,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,52,50,62,63
34,2010-01-17,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,50,58,58,58,49,43,41,33,41,42,48,-999,-999,-999,-999,-999
35,2010-01-18,pm10,home,56,62,56,57,57,55,55,58,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,66,69,66,75,67
36,2010-01-18,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,68,69,76,69,64,68,69,62,66,66,66,-999,-999,-999,-999,-999
37,2010-01-19,pm10,home,63,58,57,61,64,63,62,67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,74,73,75,76,70
38,2010-01-19,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,73,80,91,83,68,64,69,68,67,76,76,-999,-999,-999,-999,-999
39,2010-01-20,pm10,home,63,56,60,61,62,59,55,59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,35,46,48,45
40,2010-01-20,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,50,58,51,56,54,48,57,60,56,71,63,-999,-999,-999,-999,-999
41,2010-01-21,pm10,home,37,30,39,38,32,28,30,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,33,30,30,32,32
42,2010-01-21,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,30,29,32,34,38,36,37,36,38,35,35,-999,-999,-999,-999,-999
43,2010-01-22,pm10,home,29,29,28,25,28,19,23,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,34,30,34,36,33
44,2010-01-22,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,24,27,31,32,30,32,26,30,38,33,37,-999,-999,-999,-999,-999
45,2010-01-23,pm10,home,29,26,25,32,32,31,36,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35,38,37,34,39
46,2010-01-23,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,53,45,49,49,47,43,39,38,35,36,39,-999,-999,-999,-999,-999
47,2010-01-24,pm10,home,43,48,40,39,36,36,37,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,64,50,52,51,56
48,2010-01-24,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,42,44,52,47,46,55,50,44,53,61,65,-999,-999,-999,-999,-999
49,2010-01-25,pm10,home,61,67,68,74,81,100,101,107,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,53,49,49,48,47
50,2010-01-25,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,111,135,182,188,130,73,62,72,64,59,59,-999,-999,-999,-999,-999
51,2010-01-26,pm10,home,49,44,43,45,45,43,44,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,44,43,48,59,57
52,2010-01-26,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,56,60,45,55,55,38,45,41,44,42,40,-999,-999,-999,-999,-999
53,2010-01-27,pm10,home,51,44,47,48,45,41,43,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35,34,33,27,31
54,2010-01-27,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,48,58,67,63,57,57,54,52,32,38,35,-999,-999,-999,-999,-999
55,2010-01-28,pm10,home,32,48,43,43,36,32,29,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,34,26,25,27
56,2010-01-28,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,42,58,71,76,76,68,71,65,35.14285714,16,32,-999,-999,-999,-999,-999
57,2010-01-29,pm10,home,31,23,14,25,19,18,27,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,50,54,60,57
58,2010-01-29,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,36,40,34,36,39,45,42,32,37,47,44,-999,-999,-999,-999,-999
59,2010-01-30,pm10,home,59,60,54,55,53,53,52,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,43,57,58,54,60
60,2010-01-30,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,60,66,76,76,68,72,73,77,73,68,52,-999,-999,-999,-999,-999
61,2010-01-31,pm10,home,64,57,59,55,56,55,57,63,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,96,92,98,95,90
62,2010-01-31,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,58,67,73,83,85,84,81,81,88,89,96,-999,-999,-999,-999,-999
63,2010-02-01,pm10,home,85,96,88,87,91,97,98,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,47,61,52,52,39
64,2010-02-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,97,101,99,97.2,84.2,86,108,96,62,54,55,-999,-999,-999,-999,-999
65,2010-02-02,pm10,home,29,24,20,20,18,13,16,19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,17,18,20,21
66,2010-02-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,14,17,20,15,14,22,19,18,26,20,19,-999,-999,-999,-999,-999
67,2010-02-03,pm10,home,23,25,25,36,31,34,34,26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28,30,34,29,32
68,2010-02-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,32,27,27,21,24,25,28,26,30,28,26,-999,-999,-999,-999,-999
69,2010-02-04,pm10,home,34,35,32,38,36,32,36,41,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,31.13333333,21,60,51,52
70,2010-02-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,46,57,45,33,39,35,35,40.7,30.18181818,23.46666667,30.7,-999,-999,-999,-999,-999
71,2010-02-05,pm10,home,43,27,25,22,31,31,40,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,37,33,40,39,34
