no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2010-01-01,pm10,home,33,27,30,36,32,30,35,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35,39,50,42,42
2,2010-01-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,43,31,30,20,28,28,25,30,39,38,33,-999,-999,-999,-999,-999
3,2010-01-02,pm10,home,33,41,33,36,31,33,37,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100,79,78,68,64
4,2010-01-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,37,43,39,43,47,41,38,35,80,84,111,-999,-999,-999,-999,-999
5,2010-01-03,pm10,home,63,59,58,52,50,46,53,51,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,47,57,64,62,56
6,2010-01-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,52,40,40,40,41,35,45,39,41,44,48,-999,-999,-999,-999,-999
7,2010-01-04,pm10,home,59,49,47,53,45,40,28,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,44,54,45,45,51
8,2010-01-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,19,17,19,22,41,42,30,22,19,25,33,-999,-999,-999,-999,-999
9,2010-01-05,pm10,home,56,50,56,57,62,68,65,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,41,35,45,37,30
10,2010-01-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,71,66,57,64,67,68,59,50,39,45,44,-999,-999,-999,-999,-999
11,2010-01-06,pm10,home,35,35,47,48,35,40,44,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,29,28,52,58,53
12,2010-01-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,44,45,42,51,39,39,47,42,40,35,33,-999,-999,-999,-999,-999
13,2010-01-07,pm10,home,48,54,47,44,53,61,64,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,54,70,78,84,83
14,2010-01-07,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,96,90,114,90,62,89,78,65,50,46,43,-999,-999,-999,-999,-999
15,2010-01-08,pm10,home,85,85,96,102,93,84,80,106,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,68,79,89,87,81
16,2010-01-08,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,135,133,43.73913043,40.2173913,121,42.65217391,44,49.34782609,69,71,73,-999,-999,-999,-999,-999
17,2010-01-09,pm10,home,82,77,71,74,70,69,79,81,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,63,84,109,100,95
18,2010-01-09,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,121,106,89,93,78,51,58,57,56,65,58,-999,-999,-999,-999,-999
19,2010-01-10,pm10,home,88,81,77,78,70,65,69,73,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,81,76,70,68,56
20,2010-01-10,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,110,118,120,122,103,94,82,81,72,74,86,-999,-999,-999,-999,-999
21,2010-01-11,pm10,home,66,75,76,81,89,83,78,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,105,103,95,88,69
