no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2010-01-01,pm10,home,30,25,30,30,26,32,34,33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,31,45,39,40,32
2,2010-01-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,39,35,37,30,27,23,28,25,33,32,32,-999,-999,-999,-999,-999
3,2010-01-02,pm10,home,39,35,34,35,35,30,33,33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,72,77,71,63,56
4,2010-01-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,33,31,31,35,33,33,38,49,54,63,75,-999,-999,-999,-999,-999
5,2010-01-03,pm10,home,60,54,61,52,47,45,41,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,42,47,63,59,56
6,2010-01-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,35,42,53,36,39,34,38,37,44,35,47,-999,-999,-999,-999,-999
7,2010-01-04,pm10,home,52,47,50,48,32,38,37,38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,42,59,48,43
8,2010-01-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,29,21,23,23,17,23,32,28,20,20,21,-999,-999,-999,-999,-999
9,2010-01-05,pm10,home,40,46,51,54,61,58,59,58,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,37,38,30,30
10,2010-01-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,62,57,56,53,49,40,51,63,50,41,32,-999,-999,-999,-999,-999
11,2010-01-06,pm10,home,30,28,46,54,51,49,48,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,29,39,34,39
12,2010-01-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,61,73,51,36,23,24,32,31,29,33,24,-999,-999,-999,-999,-999
13,2010-01-07,pm10,home,62,62,59,51,56,58,62,64,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,59,68,89,100,96
14,2010-01-07,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,68,86,57,50,53,59,74,74,48.13333333,48.85714286,68,-999,-999,-999,-999,-999
15,2010-01-08,pm10,home,99,86,87,92,81,88,92,99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,62,68,90,98
16,2010-01-08,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,95,78,91,87,90,92,63,49,49,54,48,-999,-999,-999,-999,-999
17,2010-01-09,pm10,home,89,92,91,92,86,66,79,74,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,60,81,91,78,81
18,2010-01-09,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,99,101,96,89,87,85,87,87,64,52,50,-999,-999,-999,-999,-999
19,2010-01-10,pm10,home,74,71,78,75,70,75,73,74,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,62,74,80,74,74
20,2010-01-10,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,63,83,66,46,48,46,39,49,70,75,69,-999,-999,-999,-999,-999
21,2010-01-11,pm10,home,73,60,63,80,69,75,72,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,87,82,79,56,50
22,2010-01-11,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,78,109,109,106,106,104,70.17391304,90,73,64,68,-999,-999,-999,-999,-999
23,2010-01-12,pm10,home,41,33,40,35,40,37,39,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28,29,33,31,25
24,2010-01-12,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,38,34,37,27,20,26,28,23,29,25,26,-999,-999,-999,-999,-999
25,2010-01-13,pm10,home,28,25,30,30,30,36,37,38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,23,33,33,37
26,2010-01-13,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,46,41,41,38,26,34,27,22,31,37,34,-999,-999,-999,-999,-999
27,2010-01-14,pm10,home,37,44,39,52,43,45,52,57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,53,54,55,49,55
28,2010-01-14,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,57,54,62,50,56,43,29,44,43,45.93333333,51,-999,-999,-999,-999,-999
29,2010-01-15,pm10,home,48,43,41,34,41,40,35,38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,63,75,71,73,71
30,2010-01-15,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,38,36,33,37,40,57,60,56,61,61,60,-999,-999,-999,-999,-999
31,2010-01-16,pm10,home,64,68,68,76,77,77,81,82,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,46,50,47,43
32,2010-01-16,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,89,106,117,106,99,59,50,47,43,45,40,-999,-999,-999,-999,-999
33,2010-01-17,pm10,home,64,62,64,59,57,59,72,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,51,51,65,66,59
34,2010-01-17,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,54,69,56,55,65,49,42,42,42,41,54,-999,-999,-999,-999,-999
35,2010-01-18,pm10,home,65,60,63,56,61,56,58,64,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,65,69,91,82,71
36,2010-01-18,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,70,64,72,74,93,76,75,52,53,60,59,-999,-999,-999,-999,-999
37,2010-01-19,pm10,home,68,63,62,69,66,69,73,79,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,68,79,89,69,73
