no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2010-01-01,pm10,home,24,29,29,29,28,30,31,38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,29,30,42,36,36
2,2010-01-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,32,31,30,37,31,33,21,28,33,36,31,-999,-999,-999,-999,-999
3,2010-01-02,pm10,home,32,35,35,36,32,33,32,34,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,69,67,57,57,57
4,2010-01-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,32,29,30,29,29,22,31,48,84,68,71,-999,-999,-999,-999,-999
5,2010-01-03,pm10,home,55,58,58,49,43,44,49,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,47,51,55,58,58
6,2010-01-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,41,51,55,44,44,45,41,31,49,50,51,-999,-999,-999,-999,-999
7,2010-01-04,pm10,home,53,47,49,52,48,38,30,26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22,44,61,42,39
8,2010-01-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,19,28,29,30,25,27,29,22,13,14,13,-999,-999,-999,-999,-999
9,2010-01-05,pm10,home,44,47,55,57,59,62,61,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,37,37,31,33,31
10,2010-01-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,58,50,45,45,45,32,41,40,45,44,43,-999,-999,-999,-999,-999
11,2010-01-06,pm10,home,26,26,26,40,38,44,51,59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,34,35,46,49,45
12,2010-01-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,70,97,49,28,29,32,33,33,28,30,39,-999,-999,-999,-999,-999
13,2010-01-07,pm10,home,40,46,59,70,61,69,93,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,62,76,79,81,78
14,2010-01-07,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,114,107,111,102,73,60,58,62,65,78,63,-999,-999,-999,-999,-999
15,2010-01-08,pm10,home,83,87,83,89,91,105,107,130,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,72,77,72,71
16,2010-01-08,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,142,154,133,77,82,75,77,77,83,82,61,-999,-999,-999,-999,-999
17,2010-01-09,pm10,home,74,84,82,88,85,97,89,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40,61,67,61,67
18,2010-01-09,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,117,135,128,106,89,63,59,55,48,38,41,-999,-999,-999,-999,-999
19,2010-01-10,pm10,home,69,59,70,87,94,88,70,73,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,57,70,67,62,75
