no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2010-01-01,pm10,home,38,49,31,29,30,30,29,29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,29,43,44,41,38
2,2010-01-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,30,28,39,36,27,34,30,32,37,33,29,-999,-999,-999,-999,-999
3,2010-01-02,pm10,home,38,41,37,43,33,36,37,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,88,81,80,66,63
4,2010-01-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,35,39,29,40,33,40,63,50,52,72,83,-999,-999,-999,-999,-999
5,2010-01-03,pm10,home,63,58,60,52,55,51,43,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,58,66,56,58
6,2010-01-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,40,34,37,43,49,46,36,45,45,44,49,-999,-999,-999,-999,-999
7,2010-01-04,pm10,home,65,71,53,51,43,34,37,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36,55,58,47,43
8,2010-01-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,26,26,24,25,27,22,22,40,27,21,21,-999,-999,-999,-999,-999
9,2010-01-05,pm10,home,51,44,50,54,61,67,64,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,42,30,34,36,35
10,2010-01-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,64,64,60,56,43,50,68,62,53,32,38,-999,-999,-999,-999,-999
11,2010-01-06,pm10,home,36,30,27,32,28,33,32,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,41,43,44,38
12,2010-01-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,34,37,37,40,37,51,41,34,44,32,37,-999,-999,-999,-999,-999
13,2010-01-07,pm10,home,35,39,37,37,44,53,50,59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,65,81,73,74,75
