no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2010-01-01,pm10,home,26,25,26,24,30,34,28,29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20,35,38,38,35
2,2010-01-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,36,18,25,25,17,20,26,34,41,33,31,-999,-999,-999,-999,-999
3,2010-01-02,pm10,home,36,35,33,36,27,25,34,31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,67,71,79,71,67
4,2010-01-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,36,47,40,35,39,40,43,52,49,67,73,-999,-999,-999,-999,-999
5,2010-01-03,pm10,home,58,58,58,51,50,46,46,43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,54,56,62,60,55
6,2010-01-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,39,34,34,26,39,30,41,38,51,52,53,-999,-999,-999,-999,-999
7,2010-01-04,pm10,home,53,58,48,43,37,27,19,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,37,53,61,58,40
8,2010-01-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,18,29,28,28,25,26,26,30,22,18,31,-999,-999,-999,-999,-999
9,2010-01-05,pm10,home,44,43,51,54,58,63,64,68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35,29,38,37,38
10,2010-01-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,60,55,52,50,36,38,40,47,48,50,43,-999,-999,-999,-999,-999
11,2010-01-06,pm10,home,32,31,24,29,28,26,30,31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,38,23,36,44,42
12,2010-01-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,34,30,30,29,40,40,33.46666667,40.73333333,41,38,49,-999,-999,-999,-999,-999
13,2010-01-07,pm10,home,37,39,33,29,35,35,35,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,62,69,73,71,66
14,2010-01-07,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,42,53,49,25,39,35,58,55,54,63,60,-999,-999,-999,-999,-999
15,2010-01-08,pm10,home,68,63,67,65,67,67,77,69,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,57,60,65,58,54
16,2010-01-08,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,64,79,78,115,62,84,80,80,63,58,60,-999,-999,-999,-999,-999
17,2010-01-09,pm10,home,58,54,56,57,59,60,57,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,56,67,76,66,68
18,2010-01-09,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,78,80,77,55,73,69,53,53,50,55,53,-999,-999,-999,-999,-999
19,2010-01-10,pm10,home,60,58,55,43,43,26,30,36,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,74,65,79,64,61
20,2010-01-10,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,24,23,15,28,32,49,86,76,78,73,69,-999,-999,-999,-999,-999
21,2010-01-11,pm10,home,63,58,58,57,60,62,68,61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,94,79,96,62,56
22,2010-01-11,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,76,70,77,52,59,47,62.69565217,82,82,69,82,-999,-999,-999,-999,-999
23,2010-01-12,pm10,home,47,38,36,38,42,39,44,43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,29,37,50,44,31
24,2010-01-12,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,41,39,33,22,16,17,23,17,31,27,24,-999,-999,-999,-999,-999
25,2010-01-13,pm10,home,31,35,28,32,35,40,41,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,34,35,43,43,32
26,2010-01-13,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,45,43,46,29,27,20,18,25,28,30,43,-999,-999,-999,-999,-999
27,2010-01-14,pm10,home,35,30,32,27,31,32,32,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36,39,44,46,45
28,2010-01-14,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,39,48,50,42,35,33,40,33,45,38,44,-999,-999,-999,-999,-999
29,2010-01-15,pm10,home,37,31,30,29,31,28,34,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,58,78,77,72,66
30,2010-01-15,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,42,27,39,40,39,60,56,52,49,54,56,-999,-999,-999,-999,-999
31,2010-01-16,pm10,home,60,58,53,46,52,49,46,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,41,42,56,48,40
32,2010-01-16,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,69,99,44,34,35,46,62,61,51,42,48,-999,-999,-999,-999,-999
33,2010-01-17,pm10,home,40,36,34,37,36,38,34,41,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,29,49,45,48
34,2010-01-17,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,51,47,53,56,51,32,30,25,24,37,37,-999,-999,-999,-999,-999
35,2010-01-18,pm10,home,54,44,43,43,45,44,49,46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,78,76,89,73,64
36,2010-01-18,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,54,59,73,62,54,47,53,85,105,73,70,-999,-999,-999,-999,-999
37,2010-01-19,pm10,home,74,63,63,57,56,60,62,69,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,67,70,72,59,36
38,2010-01-19,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,74,89,81,67,69,71,79,80,80,77,74,-999,-999,-999,-999,-999
39,2010-01-20,pm10,home,30,43,36,28,29,20,15,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,65,65,62,46
40,2010-01-20,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,17,32,46,26,20,14,51,64,49,38,40,-999,-999,-999,-999,-999
41,2010-01-21,pm10,home,40,40,38,33,32,31,35,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,45,43,41,40
