no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2010-01-01,pm10,home,29,31,31,31,29,28,37,33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,39,40,37,34,39
2,2010-01-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,36,33,35,30,33,34,34,46,51,49,45,-999,-999,-999,-999,-999
3,2010-01-02,pm10,home,46,44,46,43,43,45,42,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,102,76,77,68,61
4,2010-01-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,49,54,52,56,62,53,58,57,98,96,101,-999,-999,-999,-999,-999
5,2010-01-03,pm10,home,61,61,59,53,55,52,54,59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,72.4,59,56,58
6,2010-01-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,48,44,36,45,42,44,41,39,45,48,40,-999,-999,-999,-999,-999
7,2010-01-04,pm10,home,62,51,51,53,58,44,43,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,58,54,40,44,50
8,2010-01-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,33,35,32,35,39,53,36,27,30,26,39,-999,-999,-999,-999,-999
9,2010-01-05,pm10,home,54,50,58,60,63,69,64,71,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,42,34,36,37,33
10,2010-01-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,68,67,56,60,51,60,54,46,45,46,50,-999,-999,-999,-999,-999
11,2010-01-06,pm10,home,37,29,32,31,33,38,39,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35,42,48,46,43
12,2010-01-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,44,38,40,45,42,41,54,51,50,42,41,-999,-999,-999,-999,-999
