no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2010-01-01,pm10,home,31,25,29,32,28,27,34,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,34,28,41,40,34
2,2010-01-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,28,26,28,35,25,33,33,36,32,33,33,-999,-999,-999,-999,-999
3,2010-01-02,pm10,home,37,35,34,36,36,30,36,38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98,89,80,69,63
4,2010-01-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,35,35,46,43,43,44,46,45,60,91,101,-999,-999,-999,-999,-999
5,2010-01-03,pm10,home,61,54,55,57,51,47,44,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,54,56,54,54
6,2010-01-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,42,32,38,49,42,37,49,51,43,43,40,-999,-999,-999,-999,-999
7,2010-01-04,pm10,home,60,56,49,48,49,38,30,29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,60,48,38,49
8,2010-01-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,25,19,21,27,21,33,39,30,21,24,28,-999,-999,-999,-999,-999
9,2010-01-05,pm10,home,51,47,57,60,57,63,66,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,47,39,33,31
10,2010-01-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,65,62,54,50,41,61,69,53,43,42,40,-999,-999,-999,-999,-999
11,2010-01-06,pm10,home,30,31,38,38,25,32,37,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,41,43,47,46,54
12,2010-01-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,38,41,40,41,40,41,46,34,39,33,38,-999,-999,-999,-999,-999
13,2010-01-07,pm10,home,46,48,40,40,40,40,49,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,65,72,68,73
14,2010-01-07,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,55,54,50,43,55,55,74,55,60,56,47,-999,-999,-999,-999,-999
15,2010-01-08,pm10,home,79,79,78,81,85,78,81,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,77,70,81,74,73
16,2010-01-08,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,103,97,94,104,91,71,60,59,56,62,76,-999,-999,-999,-999,-999
17,2010-01-09,pm10,home,72,74,80,74,86,86,79,86,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,87,101,95,90,93
18,2010-01-09,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,99,96,87,91,89,90,77,55,62,60,64,-999,-999,-999,-999,-999
19,2010-01-10,pm10,home,91,89,78,71,69,70,73,77,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,67,83,78,70,64
20,2010-01-10,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,96,101,53,32,45,62,73,90,82,74,74,-999,-999,-999,-999,-999
21,2010-01-11,pm10,home,65,57,74,74,80,73,84,107,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,97,109,84,79,66
22,2010-01-11,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,108,125,135,132,73,68,76,76,57,55,72,-999,-999,-999,-999,-999
23,2010-01-12,pm10,home,52,45,37,42,52,42,46,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,33,45,38,32,30
24,2010-01-12,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,40,26,26,26,28,31,29,28,30,34,30,-999,-999,-999,-999,-999
25,2010-01-13,pm10,home,25,28,29,29,33,31,36,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,41,38,47,42,42
