no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2010-01-01,pm10,home,29,22,29,30,35,30,35,34,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,33,40,47,40,36
2,2010-01-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,33,29,32,32,23,35,38,33,32,33,33,-999,-999,-999,-999,-999
3,2010-01-02,pm10,home,37,37,38,40,32,38,33,36,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,73,84,75,68,64
4,2010-01-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,37,37,30,32,29,35,41,55,50,74,76,-999,-999,-999,-999,-999
5,2010-01-03,pm10,home,62,60,60,54,52,56,43,33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,48,60,61,61,58
6,2010-01-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,36,33,38,36,30,43,47,47,48,46,49,-999,-999,-999,-999,-999
7,2010-01-04,pm10,home,62,66,53,50,48,42,43,29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,37,51,59,52,45
8,2010-01-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,23,20,27,24,21,22,28,32,23,17,25,-999,-999,-999,-999,-999
9,2010-01-05,pm10,home,45,45,52,62,61,61,66,68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,38,24,41,33,38
10,2010-01-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,66,64,57,56,45,47,51.06666667,46.06666667,42,36,40,-999,-999,-999,-999,-999
11,2010-01-06,pm10,home,36,33,35,24,30,28,39,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,33,26,41,44,42
12,2010-01-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,34,33,39,35,34,48,41,29,31,29,32,-999,-999,-999,-999,-999
13,2010-01-07,pm10,home,39,38,38,36,48,44,45,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,66,66,83,76,76
14,2010-01-07,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,60,80,95,75,65,68,57,60,61,65,59,-999,-999,-999,-999,-999
15,2010-01-08,pm10,home,78,76,74,83,68,80,82,88,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,69,74,69,66,69
16,2010-01-08,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,124,127,126,120,70,65,66,53,56,55,53,-999,-999,-999,-999,-999
17,2010-01-09,pm10,home,66,68,76,75,93,79,78,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,64,81,87,84,76
18,2010-01-09,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,82,93,108,92,82,88,80,52,66,62,59,-999,-999,-999,-999,-999
19,2010-01-10,pm10,home,75,74,74,58,50,55,63,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,63,66,87,78,79
20,2010-01-10,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,50,46,33,37,60,50,51,74,88,70,61,-999,-999,-999,-999,-999
21,2010-01-11,pm10,home,64,69,60,66,63,71,64,69,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,96,92,81,55,47
22,2010-01-11,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,80,79,97,112,70,37,87,82,60,56,75,-999,-999,-999,-999,-999
23,2010-01-12,pm10,home,51,38,38,40,42,43,47,43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,34,32,39,39,27
24,2010-01-12,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,37,32,35,29,18,17,27,22,20,29,28,-999,-999,-999,-999,-999
25,2010-01-13,pm10,home,30,29,27,32,35,38,39,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,44,28,34,37,37
26,2010-01-13,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,47,42,50,33,31,38,26,31,31,30,38,-999,-999,-999,-999,-999
27,2010-01-14,pm10,home,36,34,40,39,42,40,45,48,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,68,58,54,49
28,2010-01-14,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,49,61,59,63,43,40,48,38,52,44,53,-999,-999,-999,-999,-999
29,2010-01-15,pm10,home,45,48,38,41,40,33,34,44,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,70,76,74,61,65
30,2010-01-15,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,39,50,52,50,53,48,66,60,67,65,68,-999,-999,-999,-999,-999
31,2010-01-16,pm10,home,65,67,65,64,61,66,60,57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,49,52,48,42,48
32,2010-01-16,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,59,68,54,50,42,63,69,48,36,45,49,-999,-999,-999,-999,-999
33,2010-01-17,pm10,home,50,46,43,51,54,52,54,62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,44,47,57,60,61
34,2010-01-17,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,71,67,66,69,66,53,44,35,31,32,49,-999,-999,-999,-999,-999
35,2010-01-18,pm10,home,61,61,54,61,56,57,59,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,75,85,93,95,95
36,2010-01-18,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,63,74,74,92,109,90,101,78.86956522,87,75,73,-999,-999,-999,-999,-999
37,2010-01-19,pm10,home,95,82,73,69,79,79,78,83,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,106,109,111,80,67
