no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2010-01-01,pm10,home,27,27,32,28,30,32,32,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,32,39,37,38
2,2010-01-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,38,39,39,35,27,27,28,24,35,27,34,-999,-999,-999,-999,-999
3,2010-01-02,pm10,home,34,32,36,34,31,34,34,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,71,79,76,66,58
4,2010-01-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,35,35,32,41,33,37,43,49,52,59,79,-999,-999,-999,-999,-999
5,2010-01-03,pm10,home,58,60,57,50,50,46,44,38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,46,64,60,54
6,2010-01-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,35,42,51,41,39,40,34,37,30,37,41,-999,-999,-999,-999,-999
7,2010-01-04,pm10,home,55,42,48,43,34,38,34,36,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,29,35,63,45,42
8,2010-01-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,27,23,24,22,23,19,33,31,25,19,19,-999,-999,-999,-999,-999
9,2010-01-05,pm10,home,45,44,54,52,60,55,60,58,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28,27,33,32,29
10,2010-01-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,60,59,60,59,55,41,48,60,51,32,32,-999,-999,-999,-999,-999
11,2010-01-06,pm10,home,30,25,41,52,58,74,75,81,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,29,43,59,45
12,2010-01-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,78,109,89,56,36,33,46,37.86666667,40,36,25,-999,-999,-999,-999,-999
13,2010-01-07,pm10,home,56,69,59,56,59,64,68,68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,65,63,103,110,111
14,2010-01-07,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,73,63,69,61,57,66,49.06666667,44.73333333,73,71,81,-999,-999,-999,-999,-999
15,2010-01-08,pm10,home,112,82,90,82,81,68,75,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,60,68,70,81,92
16,2010-01-08,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,105,117,113,116,96,93,67,48,41,46,50,-999,-999,-999,-999,-999
17,2010-01-09,pm10,home,99,105,100,91,84,77,77,76,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,51.65217391,93,104,87,83
18,2010-01-09,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,65.43478261,54.73333333,53.93333333,112,111,108,105,99,78,47.69565217,54.95652174,-999,-999,-999,-999,-999
19,2010-01-10,pm10,home,89,91,87,74,68,68,63,59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,71,72,77,83,81
20,2010-01-10,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,68,52.82608696,64,62,53,42,46,49,54,79,69,-999,-999,-999,-999,-999
21,2010-01-11,pm10,home,80,78,78,78,83,81,87,78,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,86,103,75,57,43
22,2010-01-11,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,105,133,155,119,115,97,66,43,53,42,49,-999,-999,-999,-999,-999
23,2010-01-12,pm10,home,40,37,33,36,37,36,41,34,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,33,34,31,28
24,2010-01-12,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,32,38,36,35,35,26,25,19,27,23,20,-999,-999,-999,-999,-999
25,2010-01-13,pm10,home,25,25,24,24,31,35,37,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,29,32.7826087,35,34,33
26,2010-01-13,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,41,43,52,45,43,42,33,25,22,30,24,-999,-999,-999,-999,-999
27,2010-01-14,pm10,home,39,42,38,44,45,55,54,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,51,56,59,52,54
28,2010-01-14,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,65,79,80,59,65,55,48,37,47,47,44,-999,-999,-999,-999,-999
29,2010-01-15,pm10,home,54,52,56,48,37,37,42,43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,60,67,64,59,59
30,2010-01-15,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,39,48,50,60,50,50,64,77,70,51,51,-999,-999,-999,-999,-999
31,2010-01-16,pm10,home,57,63,78,75,79,79,80,96,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,34,66.81481481,54,55,59
32,2010-01-16,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,94,65.89473684,66.36842105,112,98,58,33,41,33,28,29,-999,-999,-999,-999,-999
33,2010-01-17,pm10,home,63,70,76,67,63,59,51,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,60,84,83,79
34,2010-01-17,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,65,65,74,60.2962963,61.85185185,55,54.11111111,54.2962963,31,72.44444444,38,-999,-999,-999,-999,-999
35,2010-01-18,pm10,home,92,87,67,58,58,60,61,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,62,80,94,88,79
36,2010-01-18,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,61,68,90,170.037037,149.0740741,108.3333333,82,78,62,67,68,-999,-999,-999,-999,-999
37,2010-01-19,pm10,home,80,70,66,63,67,65,68,66,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,95,37.7037037,38.62962963,88,77
38,2010-01-19,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,72,86,51.22222222,47.2962963,47.2962963,106,87,80,76,73,88,-999,-999,-999,-999,-999
39,2010-01-20,pm10,home,70,61,54,58,52,51,45,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,41,37,61,51,49
40,2010-01-20,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,48,60,48,37,56,44.85185185,43.07407407,52,75,32.40740741,71,-999,-999,-999,-999,-999
41,2010-01-21,pm10,home,38,38,40,46,34,33,27,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,32,42,42,42
42,2010-01-21,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,40,37,49,52,56,52,40,44,41,41,59,-999,-999,-999,-999,-999
43,2010-01-22,pm10,home,37,36,38,31,33,27,28,29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,48,60,53,53,50
44,2010-01-22,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,30,36,36,49,48,44,42,42,42,50,48,-999,-999,-999,-999,-999
45,2010-01-23,pm10,home,43,41,35,38,39,40,42,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,49,41,56,49,51
46,2010-01-23,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,65,72,69,68,58,65,63,61,53,51,50,-999,-999,-999,-999,-999
47,2010-01-24,pm10,home,44,43,41,44,46,39,39,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,85,76,71,64,66
48,2010-01-24,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,37,41,46,54,60,65,58,52,60,82,93,-999,-999,-999,-999,-999
49,2010-01-25,pm10,home,75,80,82,87,103,116,134,150,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,92,89,78,85,82
50,2010-01-25,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,159,178,270,362,292,181,122,121,65.10344828,58.2962963,99,-999,-999,-999,-999,-999
51,2010-01-26,pm10,home,77,71,65,63,66,69,63,78,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,49,50,56,62
52,2010-01-26,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,94,100,80,66,66,61,56,50,48,49,49,-999,-999,-999,-999,-999
53,2010-01-27,pm10,home,62,58,57,52,53,54,49,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,29,33,36,22,23
54,2010-01-27,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,58,66,78,71,69,63,66,64,30,35,33,-999,-999,-999,-999,-999
55,2010-01-28,pm10,home,30,34,44,40,28,18,17,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,44,45,35,34,31
56,2010-01-28,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,37,55,73,86,95,81,77,79,68,55,46,-999,-999,-999,-999,-999
57,2010-01-29,pm10,home,42,26,21,18,22,17,29,36,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,56,74,75,77
58,2010-01-29,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,39,51,43,47,45,54,45,41,41,59,55,-999,-999,-999,-999,-999
59,2010-01-30,pm10,home,71,75,72,67,67,64,58,57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,71,72,70,75
60,2010-01-30,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,69,90,108,106,94,91,90,96,86,82,77,-999,-999,-999,-999,-999
61,2010-01-31,pm10,home,67,69,64,63,60,54,60,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,111,141,129,123,118
62,2010-01-31,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,55,68,73,93,111,106,98,102,107,107,109,-999,-999,-999,-999,-999
63,2010-02-01,pm10,home,104,107,97,96,84,116,129,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,67,77,76,65,47
64,2010-02-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,111,113,108,106,110,105,143,131,89,72,67,-999,-999,-999,-999,-999
65,2010-02-02,pm10,home,39,27,21,23,18,22,15,19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22,26,23,24,29
66,2010-02-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,14,25,22,24,23,29,27,24,28,27,25,-999,-999,-999,-999,-999
67,2010-02-03,pm10,home,35,37,36,40,47,45,41,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36,44,39,39,42
68,2010-02-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,31,39,39,38,37,33,28,32,32,37,26,-999,-999,-999,-999,-999
69,2010-02-04,pm10,home,43,49,45,46,44,39,40,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,39,45,59,64,43
70,2010-02-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,56,67,49,47,45,38,38,41,40.36666667,35,27,-999,-999,-999,-999,-999
71,2010-02-05,pm10,home,45,33,23,24,28,28,31,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,29,38,36,34,28
72,2010-02-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,44,45,40,47,43,38,23,25,27,26,27,-999,-999,-999,-999,-999
73,2010-02-06,pm10,home,25,34,36,42,40,41,49,58,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,48,50,54,68,79
74,2010-02-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,75,73,61,62,50,48,45,38,36,33,46,-999,-999,-999,-999,-999
75,2010-02-07,pm10,home,71,68,63,63,59,52,51,57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,67,93,89,74
76,2010-02-07,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,57,59,62,65,71,42,37,39,33,36,44,-999,-999,-999,-999,-999
77,2010-02-08,pm10,home,65,51,55,47,44,42,41,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,61,83,94,79,82
78,2010-02-08,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,60,55,70,95,100,79,48,60,64,48,59,-999,-999,-999,-999,-999
79,2010-02-09,pm10,home,70,56,46,49,43,54,53,41,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,47,59,53,39,36
80,2010-02-09,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,42,32,34,39,49,56,78,70,65,61,48,-999,-999,-999,-999,-999
81,2010-02-10,pm10,home,32,29,27,33,25,32,36,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,6,7,3,6
82,2010-02-10,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,31,22,34,20,25,34,17,45.5,5,7,12,-999,-999,-999,-999,-999
83,2010-02-11,pm10,home,3,2,4,1,5,1,4,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,8,9,5,6
84,2010-02-11,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,1,5,11,11,11,9,5,6,6,5,39.63333333,-999,-999,-999,-999,-999
85,2010-02-12,pm10,home,6,10,9,9,10,9,7,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,20,24,16,22
86,2010-02-12,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,10,12,13,12,13,11,13,17,19,19,18,-999,-999,-999,-999,-999
87,2010-02-13,pm10,home,29,23,16,17,18,24,24,19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,32,40,36,36
88,2010-02-13,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,26,30,27,27,32,29,35,26,25,32,25,-999,-999,-999,-999,-999
89,2010-02-14,pm10,home,36,35,39,40,41,41,37,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28,30,42,35,38
90,2010-02-14,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,38,41,42,34,24,26,27,24,22,20,19,-999,-999,-999,-999,-999
91,2010-02-15,pm10,home,27,40,38,45,45,58,65,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,62,59,61,59,54
92,2010-02-15,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,51,57,44,41,37,47,46,50,49,47.07142857,62,-999,-999,-999,-999,-999
93,2010-02-16,pm10,home,50,51,46,43,47,43,47,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,32,41,31,49
94,2010-02-16,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,56,55,59,59,59,45,40,45,37,36,38,-999,-999,-999,-999,-999
95,2010-02-17,pm10,home,46,40,40,37,37,39,45,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,75,87,81,68,64
96,2010-02-17,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,51,57,56,59,36,39,41,45,54,49,63,-999,-999,-999,-999,-999
97,2010-02-18,pm10,home,52,55,44,48,59,60,55,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,44,53,55,57
98,2010-02-18,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,31,37,47,56,78,70,87,73,63,46,59,-999,-999,-999,-999,-999
99,2010-02-19,pm10,home,60,57,65,61,59,52,58,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,34,45,52,48,49
100,2010-02-19,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,56,65,75,75,67,68,55,53,52,37,28,-999,-999,-999,-999,-999
101,2010-02-20,pm10,home,46,51,53,54,56,54,60,69,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,67,67,77,86,89
102,2010-02-20,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,80,81,86,84,96,93,84,77,72,75,66,-999,-999,-999,-999,-999
103,2010-02-21,pm10,home,76,81,81,75,65,70,74,87,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,38,48,58,57,62
104,2010-02-21,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,69,97,97,68,65,46,39,51,50,45,38,-999,-999,-999,-999,-999
105,2010-02-22,pm10,home,51,50,52,49,45,37,33,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,61,60,75,107,90
106,2010-02-22,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,42,39,58,68,70,78,87,95,64,64,67,-999,-999,-999,-999,-999
107,2010-02-23,pm10,home,84,88,82,77,67,56,67,68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,78,100,138,144,118
108,2010-02-23,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,67,106,102,60.06896552,60.07692308,73,71,58,59,62,63,-999,-999,-999,-999,-999
109,2010-02-24,pm10,home,118,113,97,89,74,75,87,91,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,76,93,93,68,59
110,2010-02-24,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,108,101,98,104,75,45,40,39,41,42,63,-999,-999,-999,-999,-999
111,2010-02-25,pm10,home,53,47,40,43,33,32,35,28,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,38,48,48,45,43
112,2010-02-25,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,25,24,23,11,11,2,11,14,12,20,19,-999,-999,-999,-999,-999
113,2010-02-26,pm10,home,43,24,18,26,27,25,16,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26,37,98,79,67
114,2010-02-26,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,11,17,12,14,11,15,13,9,9,15,20,-999,-999,-999,-999,-999
115,2010-02-27,pm10,home,48,34,27,23,22,22,23,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,43,49,47,42,40
116,2010-02-27,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,25,28,19,23,18,22,27,26,31,37,41,-999,-999,-999,-999,-999
117,2010-02-28,pm10,home,34,31,29,31,37,46,45,46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,65,75,86,86,76
118,2010-02-28,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,50,47,42,46,46,46,58,64,62,64,71,-999,-999,-999,-999,-999
119,2010-03-01,pm10,home,78,73,70,62,48,24,8,37.33333333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,1,5,6,1
120,2010-03-01,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,40.43333333,39.63333333,1,1,2,3,3,1,3,1,6,-999,-999,-999,-999,-999
121,2010-03-02,pm10,home,5,4,4,4,7,2,5,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,48,52,59,51
122,2010-03-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,21,16,24,28,33,37,38,46,20,18,13,-999,-999,-999,-999,-999
123,2010-03-03,pm10,home,63,88,92,91,89,99,91,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,77,69,78,76,69
124,2010-03-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,100,116,109,100,103,97,92,86,79,73,72,-999,-999,-999,-999,-999
125,2010-03-04,pm10,home,48,30,29,33,37,35,38,41,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,2,9,7,10
126,2010-03-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,36,44,45,43,35,31,22,23,12,13,13,-999,-999,-999,-999,-999
127,2010-03-05,pm10,home,12,14,11,13,15,16,14,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,41,44,60,97,91
128,2010-03-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,15,17,24,25,35,31,36,32,29,25,35,-999,-999,-999,-999,-999
129,2010-03-06,pm10,home,82,86,77,77,66,68,72,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,14,13,11,12
130,2010-03-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,76,97,93,92,75,54,47,37,21,16,13,-999,-999,-999,-999,-999
131,2010-03-07,pm10,home,9,9,7,11,11,11,11,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,15,10,12,6
132,2010-03-07,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,10,13,16,12,14,16,10,16,14,10,14,-999,-999,-999,-999,-999
133,2010-03-08,pm10,home,8,8,7,8,6,10,7,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,20,17,14,15
134,2010-03-08,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,14,21,21,22,10,4,10,11,15,14,14,-999,-999,-999,-999,-999
135,2010-03-09,pm10,home,13,10,9,12,8,10,12,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16,25,23,22,20
136,2010-03-09,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,14,23,22,19,102.3846154,11,13,18,20,18,20,-999,-999,-999,-999,-999
137,2010-03-10,pm10,home,16,14,17,15,15,17,18,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,22,25,27,55.16666667
138,2010-03-10,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,21,21,24,30,32,35,36,36,38,37,35,-999,-999,-999,-999,-999
139,2010-03-11,pm10,home,28,28,27,31,26,25,27,33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,57,53,77,68,66
140,2010-03-11,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,35,56,42,39,38,43,36,41,47,53,53,-999,-999,-999,-999,-999
141,2010-03-12,pm10,home,68,60,61,55,54,52,50,46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,113,87,70,89,100
142,2010-03-12,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,46,45,44,49,61,73,79,113,139,174,166,-999,-999,-999,-999,-999
143,2010-03-13,pm10,home,101,86,82,81,79,86,97,117,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,92,90,136,93,108
144,2010-03-13,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,163,167,131,154,150,144,143,141,134,128,109,-999,-999,-999,-999,-999
145,2010-03-14,pm10,home,103,92,98,80,68,68,68,71,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,101,104,91,87,76
146,2010-03-14,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,81,93,72,55,58,136,194,182,145,109,103,-999,-999,-999,-999,-999
147,2010-03-15,pm10,home,70,70,68,56,51,45,42,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,260,307,357,361,336
148,2010-03-15,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,34,21,24,10,13,11,9,6,15,35,115,-999,-999,-999,-999,-999
149,2010-03-16,pm10,home,33.86666667,29.9,30.66666667,145,240,434,413,406,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28,37,37,38,34
150,2010-03-16,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,484,453,397,350,219,112,80,63,46,36,32,-999,-999,-999,-999,-999
151,2010-03-17,pm10,home,41,42,47,52,62,62,64,47.36666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,37,41,47,41,39
152,2010-03-17,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,85,72,67,52,47,41,55,59,51,53,51,-999,-999,-999,-999,-999
153,2010-03-18,pm10,home,39,35,42,47,40,29,34,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,31,33,33,36,37
154,2010-03-18,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,39,44,36,34,39,39,35,27,32,36,39,-999,-999,-999,-999,-999
155,2010-03-19,pm10,home,43,39,37,41,39,44,38,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,60,75,80,75,76
156,2010-03-19,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,41,39,31,30,23,26,32,40,53,58,51,-999,-999,-999,-999,-999
157,2010-03-20,pm10,home,81,86,73,67,63,64,66,67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,570,374,68,40,28
158,2010-03-20,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,81,100,107,113,50,37,50,58,83,250,378,-999,-999,-999,-999,-999
159,2010-03-21,pm10,home,55,50,61,49,37,28,30,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40,57,52,46,50
160,2010-03-21,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,25,32,35,45,56,63,54,43,34,41,37,-999,-999,-999,-999,-999
161,2010-03-22,pm10,home,45,40,43,44,42,47,44,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,38,30,35,42,33
162,2010-03-22,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,56,57,63,67,67,67,55,46,30,24,26,-999,-999,-999,-999,-999
163,2010-03-23,pm10,home,35,23,28,28,27,22,22,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,49,64,87,109,118
164,2010-03-23,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,32,39,150,128.6896552,80,82,87,69,59,50,42,-999,-999,-999,-999,-999
165,2010-03-24,pm10,home,101,76,69,65,61,62,58,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,72,95,95,76,82
166,2010-03-24,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,57,69,63,71,75,80,83,78,79,72,77,-999,-999,-999,-999,-999
167,2010-03-25,pm10,home,82,81,77,81,68,70,68,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35,40,34,40,42
168,2010-03-25,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,47,65,66,48,11,17,20,18,34,43,30,-999,-999,-999,-999,-999
169,2010-03-26,pm10,home,37,36,31,29,27,28,21,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,67,74,80,75,72
170,2010-03-26,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,28,24,27,36,40,51,56,62,73,71,67,-999,-999,-999,-999,-999
171,2010-03-27,pm10,home,73,60,57,52,52,61,56,61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,106,109,116,106,101
172,2010-03-27,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,69,73,78,94,107,101,104,107,106,113,105,-999,-999,-999,-999,-999
173,2010-03-28,pm10,home,94,98,90,80,56,58,61,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,60,57,55,53
174,2010-03-28,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,60,50,42,43,42,35,33,37,42,42,49,-999,-999,-999,-999,-999
175,2010-03-29,pm10,home,42,45,36,36,39,41,51,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,71,71,79,76,78
